State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
"Idaho","2024-07-27","All Results","1.1444958097073585","1.2356186457814795","1.0903391014648598","Minimal",
"Idaho","2023-08-05","All Results","1.4971482318833154","1.3535608700342519","1.494409268216553","Minimal",
"Idaho","2023-02-11","All Results","7.892528704369769","4.4650090635188295","5.852371368207945","Low",
"Idaho","2022-04-09","All Results","1.6363639202388451","2.1742838341071806","2.3397793466852144","Minimal","Limited Coverage"
"Idaho","2024-06-22","All Results","1.1125381640951322","1.2143114686462066","1.1950068284528004","Minimal",
"Idaho","2023-08-19","All Results","1.9270608504512559","1.4869955190100288","1.4821986742590003","Minimal",
"Idaho","2024-11-02","6 Months","1.000167764449714","1.2608820938434817","1.3507576791110776","Minimal",
"Idaho","2024-09-21","All Results","1.6901176056321485","1.1277795181213868","1.0605720521484083","Minimal",
"Idaho","2025-01-18","1 Year","10.421576988408203","8.984588455957956","8.558853134436557","Moderate",
"Idaho","2024-11-30","All Results","2.9093659090985136","2.478119700017096","3.1986150994287157","Minimal",
"Idaho","2024-08-24","6 Months","1.672386476761882","1.2673298696842639","1.0931915860062658","Minimal",
"Idaho","2024-04-06","1 Year","3.99147702394908","2.135933317118989","1.8469981296042584","Minimal",
"Idaho","2024-03-16","All Results","7.1141632454825805","3.146954807263977","3.4550394176773445","Low",
"Idaho","2022-12-03","All Results","27.307767058766682","13.388092935952182","17.42436146991475","Very High","Limited Coverage"
"Idaho","2024-06-15","All Results","1.2876870512718197","1.23456863855318","1.1761114317025432","Minimal",
"Idaho","2025-01-04","45 Days","6.623525674313477","10.114488564688504","8.117515163448527","Low",
"Idaho","2024-09-21","6 Months","1.6901176056321485","1.1277795181213868","1.0605720521484083","Minimal",
"Idaho","2024-03-30","1 Year","6.388795766602641","2.3242541613746592","2.0049653068415587","Low",
"Idaho","2025-01-18","6 Months","10.421576988408203","8.984588455957956","8.558853134436557","Moderate",
"Idaho","2024-06-01","1 Year","1.668655893324416","1.2894717665960558","1.1998703554049492","Minimal",
"Idaho","2022-07-02","All Results","1.0049275173761532","1.379757876995332","1.2442884302652466","Minimal","Limited Coverage"
"Idaho","2023-07-22","All Results","1.3052662680947258","1.4713321519068052","1.4810580691187027","Minimal",
"Idaho","2023-11-04","All Results","1.4765820162060599","3.587764253859945","2.851133224737712","Minimal",
"Idaho","2024-10-26","1 Year","1.4058848116600837","1.1430410765010333","1.2178076863442207","Minimal",
"Idaho","2023-09-30","All Results","2.7637397221382822","2.0184613831575335","2.008459679542821","Minimal",
"Idaho","2022-05-14","All Results","1.0086204526288012","1.603770824840521","1.404052497833363","Minimal","Limited Coverage"
"Idaho","2025-01-11","1 Year","5.961024678134724","9.907209406863393","8.569254179582803","Low",
"Idaho","2024-11-23","1 Year","3.0295683852703896","2.3428102320469266","2.8134945847268638","Minimal",
"Idaho","2023-02-04","All Results","11.153252581920121","4.556415554838869","6.220937739606188","Moderate",
"Idaho","2024-06-08","1 Year","1.8740716226936778","1.3410467607374912","1.333959582254787","Minimal",
"Idaho","2024-09-21","1 Year","1.6901176056321485","1.1277795181213868","1.0605720521484083","Minimal",
"Idaho","2023-01-28","All Results","10.400857444299659","5.3885419971416955","6.805711308676233","Moderate",
"Idaho","2024-12-07","1 Year","4.059396498177746","4.090956539461703","5.190257361760109","Low",
"Idaho","2022-10-15","All Results","1.294048527911533","6.332203992963098","6.097735735580562","Minimal","Limited Coverage"
"Idaho","2024-07-13","1 Year","0.9955477130365789","1.250745200098183","1.11220159475321","Minimal",
"Idaho","2024-08-31","All Results","1.1886836663443605","1.223386760856302","1.120385113188307","Minimal",
"Idaho","2024-07-20","1 Year","1.2350983796222035","1.246469827075243","1.1200788976625318","Minimal",
"Idaho","2024-01-27","All Results","10.777621996332577","7.68045857683833","9.147398793165264","Moderate",
"Idaho","2022-11-26","All Results","17.02894965912667","11.572523574519522","11.336168681596286","High","Limited Coverage"
"Idaho","2024-12-21","45 Days","4.143785568470433","6.456566512174676","6.088496678667122","Low",
"Idaho","2024-05-25","All Results","1.1751358245271362","1.3446766387983387","1.2815214524947711","Minimal",
"Idaho","2023-06-24","All Results","1.53522090122844","1.349720852362902","1.3878715512732898","Minimal",
"Idaho","2023-05-20","All Results","1.1350470033947222","1.4572328594379043","1.4611451122407682","Minimal",
"Idaho","2024-10-26","All Results","1.4058848116600837","1.1430410765010333","1.2178076863442207","Minimal",
"Idaho","2022-05-28","All Results","1.562287612208553","1.6338412901054309","1.598064451156992","Minimal","Limited Coverage"
"Idaho","2024-11-16","1 Year","1.2340321343121439","1.9018599717541953","2.2186841501419297","Minimal",
"Idaho","2023-08-26","All Results","2.5691022812756175","1.659814819640174","2.154549740891845","Minimal",
"Idaho","2024-11-16","All Results","1.2340321343121439","1.9018599717541953","2.2186841501419297","Minimal",
"Idaho","2025-01-04","All Results","6.623525674313477","10.114488564688504","8.117515163448527","Low",
"Idaho","2024-05-18","All Results","1.3346824135656512","1.3958032796591708","1.3480192731370888","Minimal",
"Idaho","2022-10-08","All Results","1.4438781274931696","3.7542176650378307","2.2390052021961884","Minimal","Limited Coverage"
"Idaho","2022-09-03","All Results","0.9543708784984745","1.972766042521786","1.1667672759557681","Minimal","Limited Coverage"
"Idaho","2024-04-27","All Results","3.969600237864919","1.4494715612057396","1.3811427072092664","Minimal",
"Idaho","2022-08-13","All Results","0.8925395616079405","1.4742086085209223","1.374928732448398","Minimal","Limited Coverage"
"Idaho","2022-06-25","All Results","1.0965929416770022","1.3310194816554493","1.3317717640176578","Minimal","Limited Coverage"
"Idaho","2023-12-30","All Results","18.29174633414885","13.206538268840948","13.431429473867752","High",
"Idaho","2025-01-18","45 Days","10.421576988408203","8.984588455957956","8.558853134436557","Moderate",
"Idaho","2024-09-07","1 Year","1.5638814560711365","1.200549473508577","1.1238517626995455","Minimal",
"Idaho","2023-09-02","All Results","1.9980291989148686","1.401598458230465","1.5767017695142633","Minimal",
"Idaho","2022-06-11","All Results","1.9922808123767526","1.5434394194870125","1.3148740324694157","Minimal","Limited Coverage"
"Illinois","2024-06-08","All Results","1.564837025409207","1.3410467607374912","1.5845810801013371","Minimal",
"Illinois","2024-07-27","1 Year","1.480937159953279","1.2356186457814795","1.5378905809638526","Minimal",
"Illinois","2024-10-26","All Results","0.9833269065562122","1.1430410765010333","1.0642499648809962","Minimal",
"Illinois","2024-09-14","All Results","1.0230623949530837","1.1752096114241828","1.198068370321522","Minimal",
"Illinois","2022-12-24","All Results","8.419076444500671","10.311835413726385","9.116557459382598","Moderate","Limited Coverage"
"Illinois","2024-01-13","All Results","12.869756079565335","11.50486881812913","13.099321152660078","High",
"Illinois","2023-09-30","All Results","1.2960354114845996","2.0184613831575335","1.5748913858019848","Minimal",
"Illinois","2023-03-25","All Results","1.8150383787179911","2.163052158493266","1.9785801638602805","Minimal",
"Illinois","2024-06-29","All Results","1.515837264181992","1.2772811286547057","1.6176320876143622","Minimal",
"Illinois","2024-07-20","1 Year","2.4365410578541304","1.246469827075243","2.2076339369289917","Minimal",
"Illinois","2024-12-21","45 Days","4.424281967934419","6.456566512174676","5.133127810326975","Low",
"Illinois","2023-02-25","All Results","2.016776327168876","3.6618074081969043","3.3651022690130112","Minimal","Limited Coverage"
"Illinois","2024-11-02","All Results","1.0156414624467964","1.2608820938434817","1.133240813790735","Minimal",
"Illinois","2024-02-17","1 Year","5.138345536147552","5.703167230339917","6.238481387511079","Low",
"Illinois","2025-01-11","45 Days","5.041824123051674","9.907209406863393","7.927303742395626","Low",
"Illinois","2024-09-28","6 Months","1.1461326265096365","1.2074778058326354","1.1885412273884093","Minimal",
"Illinois","2023-09-02","All Results","1.2223290394412842","1.401598458230465","1.2652765331061808","Minimal",
"Illinois","2023-07-22","All Results","1.185653331628576","1.4713321519068052","1.3360550065267824","Minimal",
"Illinois","2024-12-14","All Results","2.2893227525882884","5.4126318448278585","3.2683116658469733","Minimal",
"Illinois","2024-11-16","All Results","1.6730474170276688","1.9018599717541953","1.5537271940447268","Minimal",
"Illinois","2024-03-30","All Results","3.3119712010816267","2.3242541613746592","4.085819657549112","Minimal",
"Illinois","2025-01-04","6 Months","2.9943346074678554","10.114488564688504","9.220387645876025","Minimal",
"Illinois","2024-09-21","6 Months","1.0097090980664225","1.1277795181213868","1.1048076180247608","Minimal",
"Illinois","2024-08-17","1 Year","1.1580930364131943","1.2125270826227872","1.3686580130707373","Minimal",
"Illinois","2022-10-01","All Results","7.414972264459384","3.0649186904090926","4.855866526400565","Low","Limited Coverage"
"Illinois","2023-09-09","All Results","1.172797087007407","1.5324862841893818","1.1785232639846726","Minimal",
"Illinois","2024-09-28","1 Year","1.1461326265096365","1.2074778058326354","1.1885412273884093","Minimal",
"Illinois","2022-10-08","All Results","9.02085586567783","3.7542176650378307","4.350497036950614","Moderate","Limited Coverage"
"Illinois","2023-09-16","All Results","1.2171241353639062","1.5393654452144425","1.3099095738820419","Minimal",
"Illinois","2022-08-13","All Results","2.1729189695617364","1.4742086085209223","2.227721558683385","Minimal","Limited Coverage"
"Illinois","2022-10-29","All Results","13.344046164052685","8.16865725736274","6.9378556039273525","High","Limited Coverage"
"Illinois","2023-03-18","All Results","1.9468203319314608","2.5703910420647595","2.1929488484037267","Minimal",
"Illinois","2023-03-04","All Results","3.2542127620657544","3.2185159659479385","3.4066910020440555","Minimal",
"Illinois","2024-11-09","1 Year","1.5639524392645665","1.5231809717753952","1.3421761720586813","Minimal",
"Illinois","2024-02-10","All Results","6.223489732419057","6.450413067500842","6.898218332961408","Low",
"Illinois","2023-04-01","All Results","2.266384522465979","2.182743344784873","2.2224530955622646","Minimal",
"Illinois","2024-11-16","6 Months","1.6730474170276688","1.9018599717541953","1.5537271940447268","Minimal",
"Illinois","2024-10-26","6 Months","0.9833269065562122","1.1430410765010333","1.0642499648809962","Minimal",
"Illinois","2023-04-15","All Results","1.6997654418897161","1.7763482657716354","1.6705113704336583","Minimal",
"Illinois","2024-05-04","1 Year","2.296743899711127","1.4616134182268445","2.2960551998431393","Minimal",
"Illinois","2024-10-05","All Results","1.0343897302654477","1.2359243011851502","1.3451871437274798","Minimal",
"Illinois","2025-01-18","1 Year","4.563114252431907","8.984588455957956","6.98750641026157","Low",
"Illinois","2024-04-27","1 Year","1.6957047398562515","1.4494715612057396","1.9286406648867056","Minimal",
"Illinois","2024-02-03","1 Year","5.780092495981307","6.868853057067891","7.189578889714162","Low",
"Illinois","2024-09-14","6 Months","1.0230623949530837","1.1752096114241828","1.198068370321522","Minimal",
"Illinois","2024-08-24","6 Months","1.2023872556446071","1.2673298696842639","1.4930875899869722","Minimal",
"Illinois","2023-12-09","All Results","12.199570041690556","11.113319727711545","9.586562611953678","High",
"Illinois","2024-03-23","1 Year","3.755143330638595","2.505778880814403","4.335665750296272","Minimal",
"Illinois","2022-09-10","All Results","4.175582518655041","1.7643639384689946","3.9445583194788516","Low","Limited Coverage"
"Illinois","2022-09-03","All Results","1.3958751091810944","1.972766042521786","2.0098682272334982","Minimal","Limited Coverage"
"Illinois","2024-06-15","All Results","1.322451527819203","1.23456863855318","1.487243639501937","Minimal",
"Illinois","2024-12-07","6 Months","2.325148520305103","4.090956539461703","2.325148520305103","Minimal",
"Illinois","2024-08-10","6 Months","1.2870428773688074","1.242919949297956","1.3904524906329354","Minimal",
"Illinois","2024-02-24","1 Year","5.027364981711882","5.004470772824632","6.311302730917349","Low",
"Illinois","2024-07-13","1 Year","1.528177015820983","1.250745200098183","1.6368389419806","Minimal",
"Illinois","2024-01-27","All Results","7.092361057769134","7.68045857683833","8.102666124114052","Low",
"Illinois","2023-07-08","All Results","1.3336973416786888","1.3398682487327878","1.3243686673163402","Minimal",
"Illinois","2024-12-07","1 Year","2.325148520305103","4.090956539461703","2.325148520305103","Minimal",
"Illinois","2023-08-26","All Results","1.4261412579472457","1.659814819640174","1.5177178231843147","Minimal",
"Illinois","2024-06-22","All Results","1.1559203117945789","1.2143114686462066","1.3793337918689534","Minimal",
"Illinois","2024-11-30","6 Months","1.2952311057067616","2.478119700017096","1.5963094208984185","Minimal",
"Illinois","2022-11-05","All Results","15.28189598461597","8.949546997572329","8.643754406068942","High","Limited Coverage"
"Illinois","2024-06-08","1 Year","1.564837025409207","1.3410467607374912","1.5845810801013371","Minimal",
"Illinois","2024-05-11","All Results","2.0151162435496883","1.4518922057803278","2.1002763391694117","Minimal",
"Illinois","2024-12-14","1 Year","2.2893227525882884","5.4126318448278585","3.2683116658469733","Minimal",
"Illinois","2023-07-15","All Results","1.4075594517635386","1.4587763746004656","1.417365978334327","Minimal",
"Illinois","2024-11-02","1 Year","1.0156414624467964","1.2608820938434817","1.133240813790735","Minimal",
"Illinois","2024-08-24","1 Year","1.2023872556446071","1.2673298696842639","1.4930875899869722","Minimal",
"Illinois","2024-12-14","6 Months","2.2893227525882884","5.4126318448278585","3.2683116658469733","Minimal",
"Illinois","2025-02-01","1 Year","6.176027243163699","8.267475906966219","6.232656693597956","Low",
"Illinois","2022-12-10","All Results","12.75600865695997","11.83463094546321","11.297450165477272","High","Limited Coverage"
"Illinois","2025-01-25","All Results","9.996202349566556","8.405897624569947","7.112978965441161","Moderate",
"Illinois","2023-03-11","All Results","3.0340442587907295","3.034928147998715","3.0861980662783655","Minimal",
"Illinois","2023-12-23","All Results","7.970428878656098","11.173172302378303","9.679127265062007","Low",
"Illinois","2024-08-10","1 Year","1.2870428773688074","1.242919949297956","1.3904524906329354","Minimal",
"Illinois","2024-02-24","All Results","5.027364981711882","5.004470772824632","6.311302730917349","Low",
"Illinois","2024-03-09","All Results","3.8927715094356983","3.7738027810447625","4.633870352215409","Minimal",
"Illinois","2024-08-03","All Results","1.511130691862253","1.2117774856178687","1.563038455382725","Minimal",
"Illinois","2024-07-13","All Results","1.528177015820983","1.250745200098183","1.6368389419806","Minimal",
"Illinois","2023-05-06","All Results","1.4560603246465056","1.3454636598572922","1.3967871605625746","Minimal",
"Illinois","2024-01-20","All Results","8.740529264684653","8.578529805840017","8.860613667727522","Moderate",
"Illinois","2023-01-07","All Results","6.3958820634466145","8.485501828267784","7.2303216345927765","Low","Limited Coverage"
"Illinois","2024-08-31","6 Months","1.2423394345233696","1.223386760856302","1.3287707930014014","Minimal",
"Illinois","2023-11-18","All Results","7.79154762928459","7.556434716750641","4.832341924846656","Low",
"Illinois","2024-11-02","6 Months","1.0156414624467964","1.2608820938434817","1.133240813790735","Minimal",
"Illinois","2022-08-20","All Results","2.3228042227570014","1.913578539920122","2.6772574795689947","Minimal","Limited Coverage"
"Illinois","2024-03-02","1 Year","4.535859404975571","4.384293955863033","5.945083934332983","Low",
"Illinois","2024-11-30","1 Year","1.2952311057067616","2.478119700017096","1.5963094208984185","Minimal",
"Illinois","2023-01-21","All Results","6.305623316698634","6.321951214307646","6.19725477545637","Low","Limited Coverage"
"Illinois","2023-06-10","All Results","1.8634872031440226","1.4553956613142738","1.7182192691964007","Minimal",
"Illinois","2023-11-04","All Results","3.2341151221690563","3.587764253859945","2.6490358984591245","Minimal",
"Illinois","2024-08-17","All Results","1.1580930364131943","1.2125270826227872","1.3686580130707373","Minimal",
"Illinois","2023-06-17","All Results","1.198372596195779","1.3433609953692134","1.219924007217871","Minimal",
"Illinois","2022-12-17","All Results","9.507474588663221","11.637285189056854","11.765557982649376","Moderate","Limited Coverage"
"Illinois","2024-03-16","All Results","3.6332528844529652","3.146954807263977","4.705574303649894","Minimal",
"Illinois","2024-09-21","All Results","1.0097090980664225","1.1277795181213868","1.1048076180247608","Minimal",
"Illinois","2024-11-30","All Results","1.2952311057067616","2.478119700017096","1.5963094208984185","Minimal",
"Illinois","2024-12-28","All Results","1.6371534382692992","6.471747131416667","2.7837851089382326","Minimal",
"Illinois","2024-12-21","1 Year","4.424281967934419","6.456566512174676","5.133127810326975","Low",
"Illinois","2023-08-12","All Results","1.3773132723403525","1.4537640635832405","1.3993261663698415","Minimal",
"Illinois","2024-10-26","1 Year","0.9833269065562122","1.1430410765010333","1.0642499648809962","Minimal",
"Illinois","2023-12-16","All Results","10.92549178591392","11.753298534020022","10.77107413251128","Moderate",
"Illinois","2024-04-06","All Results","2.9661319043164167","2.135933317118989","3.8519706627018344","Minimal",
"Illinois","2024-04-13","1 Year","2.8435485560605716","1.8944334461402075","3.4179976709209585","Minimal",
"Illinois","2024-10-12","1 Year","0.9908107024022864","1.1542211171229773","1.1011032708245587","Minimal",
"Illinois","2025-01-25","45 Days","9.996202349566556","8.405897624569947","7.112978965441161","Moderate",
"Illinois","2024-07-06","All Results","1.2135163700156206","1.207804023666502","1.4224337053132494","Minimal",
"Illinois","2024-03-09","1 Year","3.8927715094356983","3.7738027810447625","4.633870352215409","Minimal",
"Illinois","2025-01-25","6 Months","9.996202349566556","8.405897624569947","7.112978965441161","Moderate",
"Illinois","2024-06-22","1 Year","1.1559203117945789","1.2143114686462066","1.3793337918689534","Minimal",
"Illinois","2023-05-27","All Results","1.315360935505251","1.379052949432491","1.316665558505875","Minimal",
"Illinois","2024-09-07","1 Year","1.0796203991483593","1.200549473508577","1.2076750226900754","Minimal",
"Illinois","2022-11-19","All Results","14.814678538037779","12.278243030850895","9.078836860825643","High","Limited Coverage"
"Illinois","2024-04-20","All Results","1.76320655327862","1.5652121545677726","2.373991878391307","Minimal",
"Illinois","2024-07-06","1 Year","1.2135163700156206","1.207804023666502","1.4224337053132494","Minimal",
"Illinois","2024-07-20","All Results","2.4365410578541304","1.246469827075243","2.2076339369289917","Minimal",
"Illinois","2023-01-28","All Results","4.719745368244226","5.3885419971416955","4.372879702551992","Low","Limited Coverage"
"Illinois","2023-10-14","All Results","1.394922534369659","1.6920754581433062","1.2780421557230743","Minimal",
"Illinois","2024-08-31","All Results","1.2423394345233696","1.223386760856302","1.3287707930014014","Minimal",
"Illinois","2025-01-18","All Results","4.563114252431907","8.984588455957956","6.98750641026157","Low",
"Illinois","2022-10-15","All Results","10.375383711471724","6.332203992963098","4.675875457493486","Moderate","Limited Coverage"
"Illinois","2024-06-29","1 Year","1.515837264181992","1.2772811286547057","1.6176320876143622","Minimal",
"Illinois","2024-08-31","1 Year","1.2423394345233696","1.223386760856302","1.3287707930014014","Minimal",
"Illinois","2024-10-12","6 Months","0.9908107024022864","1.1542211171229773","1.1011032708245587","Minimal",
"Illinois","2023-10-28","All Results","2.0893757413612977","2.498974325870483","1.911569817366281","Minimal",
"Illinois","2025-01-18","6 Months","4.563114252431907","8.984588455957956","6.98750641026157","Low",
"Illinois","2024-12-28","1 Year","1.6371534382692992","6.471747131416667","2.7837851089382326","Minimal",
"Illinois","2025-02-01","All Results","6.176027243163699","8.267475906966219","6.232656693597956","Low",
"Illinois","2022-08-06","All Results","3.6410218972279456","1.4054018676410756","1.5432430534896904","Minimal","Limited Coverage"
"Illinois","2023-10-07","All Results","1.2870551541249835","1.8071145795982382","1.385420224845515","Minimal",
"Illinois","2024-10-19","1 Year","1.003306746898704","1.2548092298909328","1.1768399037637718","Minimal",
"Illinois","2022-08-27","All Results","1.9935293010776594","2.6663070187225926","2.245975030547542","Minimal","Limited Coverage"
"Illinois","2024-05-04","All Results","2.296743899711127","1.4616134182268445","2.2960551998431393","Minimal",
"Illinois","2023-11-25","All Results","10.23498235722464","8.356403297506384","5.7550637573484345","Moderate",
"Illinois","2024-06-01","1 Year","1.6435132638934138","1.2894717665960558","1.7764922537961314","Minimal",
"Illinois","2024-03-16","1 Year","3.6332528844529652","3.146954807263977","4.705574303649894","Minimal",
"Illinois","2024-11-23","6 Months","1.6112298835815244","2.3428102320469266","1.6749799076808276","Minimal",
"Illinois","2024-04-20","1 Year","1.76320655327862","1.5652121545677726","2.373991878391307","Minimal",
"Illinois","2024-10-05","1 Year","1.0343897302654477","1.2359243011851502","1.3451871437274798","Minimal",
"Illinois","2023-04-29","All Results","1.471865416015009","1.3478873677316359","1.4441853625426329","Minimal",
"Illinois","2024-09-28","All Results","1.1461326265096365","1.2074778058326354","1.1885412273884093","Minimal",
"Illinois","2022-09-24","All Results","6.442314227789176","3.537481678173073","5.579833052034854","Low","Limited Coverage"
"Illinois","2024-10-05","6 Months","1.0343897302654477","1.2359243011851502","1.3451871437274798","Minimal",
"Illinois","2024-09-07","6 Months","1.0796203991483593","1.200549473508577","1.2076750226900754","Minimal",
"Illinois","2024-12-21","All Results","4.424281967934419","6.456566512174676","5.133127810326975","Low",
"Illinois","2024-03-23","All Results","3.755143330638595","2.505778880814403","4.335665750296272","Minimal",
"Illinois","2025-02-01","6 Months","6.176027243163699","8.267475906966219","6.232656693597956","Low",
"Illinois","2024-10-12","All Results","0.9908107024022864","1.1542211171229773","1.1011032708245587","Minimal",
"Illinois","2024-08-17","6 Months","1.1580930364131943","1.2125270826227872","1.3686580130707373","Minimal",
"Illinois","2024-08-10","All Results","1.2870428773688074","1.242919949297956","1.3904524906329354","Minimal",
"Illinois","2024-09-21","1 Year","1.0097090980664225","1.1277795181213868","1.1048076180247608","Minimal",
"Illinois","2023-12-02","All Results","16.81178224061104","11.029971455205702","11.002284122285676","High",
"Illinois","2024-11-23","1 Year","1.6112298835815244","2.3428102320469266","1.6749799076808276","Minimal",
"Illinois","2023-12-30","All Results","10.76052740450272","13.206538268840948","11.840087151771726","Moderate",
"Illinois","2024-06-15","1 Year","1.322451527819203","1.23456863855318","1.487243639501937","Minimal",
"Illinois","2024-12-21","6 Months","4.424281967934419","6.456566512174676","5.133127810326975","Low",
"Illinois","2024-05-25","1 Year","1.4043022457994345","1.3446766387983387","1.6563248195199152","Minimal",
"Illinois","2024-02-03","All Results","5.780092495981307","6.868853057067891","7.189578889714162","Low",
"Illinois","2023-05-13","All Results","1.6207435440383842","1.4760473812022687","1.4848622895192172","Minimal",
"Illinois","2025-02-01","45 Days","6.176027243163699","8.267475906966219","6.232656693597956","Low",
"Illinois","2024-12-28","6 Months","1.6371534382692992","6.471747131416667","2.7837851089382326","Minimal",
"Illinois","2022-09-17","All Results","3.868590366049636","2.7788476917752494","4.777028045244008","Minimal","Limited Coverage"
"Illinois","2024-11-09","All Results","1.5639524392645665","1.5231809717753952","1.3421761720586813","Minimal",
"Illinois","2023-01-14","All Results","9.874799075896679","7.826710773989339","7.050007413346095","Moderate","Limited Coverage"
"Illinois","2023-02-04","All Results","4.466924272002386","4.556415554838869","3.9095219051905428","Low","Limited Coverage"
"Illinois","2025-01-11","1 Year","5.041824123051674","9.907209406863393","7.927303742395626","Low",
"Illinois","2024-03-30","1 Year","3.3119712010816267","2.3242541613746592","4.085819657549112","Minimal",
"Illinois","2023-04-22","All Results","1.7754122874101301","1.500029705227049","1.6778019158140975","Minimal",
"Illinois","2024-10-19","6 Months","1.003306746898704","1.2548092298909328","1.1768399037637718","Minimal",
"Illinois","2025-01-25","1 Year","9.996202349566556","8.405897624569947","7.112978965441161","Moderate",
"Illinois","2023-08-19","All Results","1.4565269883231733","1.4869955190100288","1.4565269883231733","Minimal",
"Illinois","2024-04-13","All Results","2.8435485560605716","1.8944334461402075","3.4179976709209585","Minimal",
"Illinois","2023-04-08","All Results","2.2775552200062714","2.0331864437715392","2.180277451523777","Minimal",
"Illinois","2024-12-07","All Results","2.325148520305103","4.090956539461703","2.325148520305103","Minimal",
"Illinois","2025-01-18","45 Days","4.563114252431907","8.984588455957956","6.98750641026157","Low",
"Illinois","2022-12-31","All Results","8.799715733325954","9.648613240392084","7.991110424469197","Moderate","Limited Coverage"
"Illinois","2023-08-05","All Results","1.1204174053823488","1.3535608700342519","1.2477752937977193","Minimal",
"Illinois","2023-05-20","All Results","1.4591020323608914","1.4572328594379043","1.3687817858786133","Minimal",
"Illinois","2025-01-04","45 Days","2.9943346074678554","10.114488564688504","9.220387645876025","Minimal",
"Illinois","2024-04-06","1 Year","2.9661319043164167","2.135933317118989","3.8519706627018344","Minimal",
"Illinois","2024-02-10","1 Year","6.223489732419057","6.450413067500842","6.898218332961408","Low",
"Illinois","2024-11-16","1 Year","1.6730474170276688","1.9018599717541953","1.5537271940447268","Minimal",
"Illinois","2022-11-26","All Results","14.887112641005599","11.572523574519522","10.694056423978786","High","Limited Coverage"
"Illinois","2024-05-11","1 Year","2.0151162435496883","1.4518922057803278","2.1002763391694117","Minimal",
"Illinois","2024-10-19","All Results","1.003306746898704","1.2548092298909328","1.1768399037637718","Minimal",
"Illinois","2022-10-22","All Results","13.353805687853141","6.614310015588087","4.162465176566722","High","Limited Coverage"
"Illinois","2024-08-03","1 Year","1.511130691862253","1.2117774856178687","1.563038455382725","Minimal",
"Illinois","2023-06-03","All Results","1.1484322589373308","1.2857997502584706","1.1758850774516931","Minimal",
"Illinois","2024-11-23","All Results","1.6112298835815244","2.3428102320469266","1.6749799076808276","Minimal",
"Illinois","2023-02-18","All Results","4.617164568044097","4.567111246677747","4.597628916845259","Low","Limited Coverage"
"Illinois","2024-12-28","45 Days","1.6371534382692992","6.471747131416667","2.7837851089382326","Minimal",
"Illinois","2025-01-04","1 Year","2.9943346074678554","10.114488564688504","9.220387645876025","Minimal",
"Illinois","2024-02-17","All Results","5.138345536147552","5.703167230339917","6.238481387511079","Low",
"Illinois","2024-09-14","1 Year","1.0230623949530837","1.1752096114241828","1.198068370321522","Minimal",
"Illinois","2025-01-11","6 Months","5.041824123051674","9.907209406863393","7.927303742395626","Low",
"Illinois","2023-11-11","All Results","3.9342500709151675","5.228844851580356","2.896719261347283","Minimal",
"Illinois","2024-05-25","All Results","1.4043022457994345","1.3446766387983387","1.6563248195199152","Minimal",
"Illinois","2024-07-27","All Results","1.480937159953279","1.2356186457814795","1.5378905809638526","Minimal",
"Illinois","2024-01-06","All Results","17.95770678661153","14.534456979783815","16.96838828255441","High",
"Illinois","2023-10-21","All Results","1.5360995288469135","1.9608616073588698","1.6336408898486279","Minimal",
"Illinois","2024-09-07","All Results","1.0796203991483593","1.200549473508577","1.2076750226900754","Minimal",
"Illinois","2023-07-01","All Results","1.2138759933420835","1.3484125202458035","1.249991583741167","Minimal",
"Illinois","2023-07-29","All Results","1.1253128469326654","1.3848952526366276","1.1820845826471078","Minimal",
"Illinois","2022-11-12","All Results","12.254050759657343","10.830822477006919","11.607854304844885","High","Limited Coverage"
"Illinois","2024-08-24","All Results","1.2023872556446071","1.2673298696842639","1.4930875899869722","Minimal",
"Illinois","2024-06-01","All Results","1.6435132638934138","1.2894717665960558","1.7764922537961314","Minimal",
"Illinois","2025-01-04","All Results","2.9943346074678554","10.114488564688504","9.220387645876025","Minimal",
"Illinois","2024-05-18","All Results","1.8291677716190275","1.3958032796591708","1.9314006270190065","Minimal",
"Illinois","2023-02-11","All Results","3.828741567629871","4.4650090635188295","4.111982935954425","Minimal","Limited Coverage"
"Illinois","2023-06-24","All Results","1.1411624874582298","1.349720852362902","1.285060162323081","Minimal",
"Illinois","2024-03-02","All Results","4.535859404975571","4.384293955863033","5.945083934332983","Low",
"Illinois","2024-05-18","1 Year","1.8291677716190275","1.3958032796591708","1.9314006270190065","Minimal",
"Illinois","2024-04-27","All Results","1.6957047398562515","1.4494715612057396","1.9286406648867056","Minimal",
"Illinois","2025-01-11","All Results","5.041824123051674","9.907209406863393","7.927303742395626","Low",
"Illinois","2022-12-03","All Results","10.072500222987365","13.388092935952182","14.554436713539129","Moderate","Limited Coverage"
"Illinois","2024-11-09","6 Months","1.5639524392645665","1.5231809717753952","1.3421761720586813","Minimal",
"Illinois","2023-09-23","All Results","1.2975106691226757","1.6379685705049671","1.2921550795247154","Minimal",
"Indiana","2024-06-08","All Results","1.4418968566631571","1.3410467607374912","1.5845810801013371","Minimal","Limited Coverage"
"Indiana","2024-07-27","1 Year","1.2481017492373205","1.2356186457814795","1.5378905809638526","Minimal",
