"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Asian"	"A"	"2021"	"2021"	0	526	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Asian"	"A"	"2022 "	"2022"	0	474	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	0	1285	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	0	1209	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"2021"	"2021"	0	1226	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	1326	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	29	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	25	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	39	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	30	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	51	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	0	14384	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	13982	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	13631	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	13149	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	0	13771	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	1275	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	1248	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	1371	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2021"	"2021"	0	1151	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	1200	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	262	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	254	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	293	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	261	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	169	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	577	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	554	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	667	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	577	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	533	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	1332	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	1244	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	0	1313	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	0	1348	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	1345	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	33	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	28	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	43	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	30	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	31	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	0	15129	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	14722	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	0	14311	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	0	13678	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	0	14471	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	1333	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	1288	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	1426	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2021"	"2021"	0	1207	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2022 "	"2022"	0	1224	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	935	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	931	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	981	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	1049	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	932	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2018"	"2018"	0	2174	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2019"	"2019"	0	2027	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2020"	"2020"	0	2281	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2021"	"2021"	0	2279	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2022 "	"2022"	0	2183	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	0	5290	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	0	5117	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	0	5369	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2021"	"2021"	0	5352	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	5274	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	102	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	105	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	128	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	136	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	171	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	0	61930	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	60672	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	58259	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	56703	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	0	55111	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	4506	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	4490	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	4916	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2021"	"2021"	0	5029	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	4952	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	1026	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	1036	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	1078	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	1029	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	2447	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	2303	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	2527	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	2472	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	2312	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	5523	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	5381	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	0	5436	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	0	5394	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	5293	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	115	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	105	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	162	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	167	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	163	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	0	64256	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	63384	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	0	59877	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	4592	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	4504	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	5103	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2021"	"2021"	0	5169	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	2545	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	2530	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	2552	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	2582	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	2540	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2018"	"2018"	0	5402	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2019"	"2019"	0	5336	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2020"	"2020"	0	5595	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2021"	"2021"	0	5800	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2022 "	"2022"	0	5793	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	0	13506	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	0	13467	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	0	13341	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2021"	"2021"	0	13354	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	13068	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	265	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	267	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	288	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	317	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	338	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	0	160530	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	159943	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	158687	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	161165	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	12266	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	12048	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	12504	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2021"	"2021"	0	12762	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	12602	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	2660	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	2675	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	2674	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	2729	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	2743	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	6032	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	6000	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	6225	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	6408	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	6340	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	13604	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	13727	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	0	13874	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	13601	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	320	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	352	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	354	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	369	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	419	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	0	168376	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	167473	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	0	165696	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	0	168914	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	0	164799	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	12561	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	12448	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	12796	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2021"	"2021"	0	13002	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2022 "	"2022"	0	12870	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Kansas"	"20"	"15-24 years"	"15-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	2971	Unreliable
