"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	20	26934	74.3
	"Kentucky"	"21"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	20	25527	78.3
	"Kentucky"	"21"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	25569	Unreliable
	"Kentucky"	"21"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	13	26974	Unreliable
	"Kentucky"	"21"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	13	25419	Unreliable
	"Kentucky"	"21"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	27483	112.8
	"Kentucky"	"21"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	30	26154	114.7
	"Kentucky"	"21"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	25653	93.6
	"Kentucky"	"21"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	26972	Unreliable
	"Kentucky"	"21"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	26457	Unreliable
	"Kentucky"	"21"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	25284	Unreliable
	"Kentucky"	"21"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	32	26707	119.8
	"Kentucky"	"21"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	40	26556	150.6
	"Kentucky"	"21"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	23	26366	87.2
	"Kentucky"	"21"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	14	25208	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	26521	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	26066	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	25032	123.8
	"Kentucky"	"21"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	33	26194	126.0
	"Kentucky"	"21"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	29	26764	108.4
	"Kentucky"	"21"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	23730	Unreliable
	"Kentucky"	"21"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	17	25091	Unreliable
	"Kentucky"	"21"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	13	26258	Unreliable
	"Kentucky"	"21"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	25	24200	103.3
	"Kentucky"	"21"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	36	24846	144.9
	"Kentucky"	"21"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	26161	91.7
	"Kentucky"	"21"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	15	23201	Unreliable
	"Kentucky"	"21"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	25	24069	103.9
	"Kentucky"	"21"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	16	24929	Unreliable
	"Kentucky"	"21"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	36	23592	152.6
	"Kentucky"	"21"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	28	24277	115.3
	"Kentucky"	"21"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	44	25075	175.5
	"Kentucky"	"21"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	28	23384	119.7
	"Kentucky"	"21"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	15	23656	Unreliable
	"Kentucky"	"21"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	23966	Unreliable
	"Kentucky"	"21"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	41	23634	173.5
	"Kentucky"	"21"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	29	23955	121.1
	"Kentucky"	"21"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	25	24392	102.5
	"Kentucky"	"21"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	13	23838	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	13	23697	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	17	23438	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	38	24043	158.1
	"Kentucky"	"21"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	31	24013	129.1
	"Kentucky"	"21"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	36	23930	150.4
	"Kentucky"	"21"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	14	23602	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	15	24029	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	20	23493	85.1
	"Kentucky"	"21"	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	10	2693	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	33	23341	141.4
	"Kentucky"	"21"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	33	24399	135.3
	"Kentucky"	"21"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	25	24040	104.0
	"Kentucky"	"21"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	16	23949	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	14	23849	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	44	24032	183.1
	"Kentucky"	"21"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	38	23985	158.4
	"Kentucky"	"21"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	31	24454	126.8
	"Kentucky"	"21"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	24378	Unreliable
	"Kentucky"	"21"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	26	24701	105.3
	"Kentucky"	"21"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	16	23701	Unreliable
	"Kentucky"	"21"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	40	24003	166.6
	"Kentucky"	"21"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	37	24689	149.9
	"Kentucky"	"21"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	41	23953	171.2
	"Kentucky"	"21"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	24865	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	22	24899	88.4
	"Kentucky"	"21"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	18	24453	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	53	24509	216.2
	"Kentucky"	"21"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	49	24868	197.0
	"Kentucky"	"21"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	45	24693	182.2
	"Kentucky"	"21"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	25458	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	17	25122	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	18	24591	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	41	25116	163.2
	"Kentucky"	"21"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	31	25087	123.6
	"Kentucky"	"21"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	34	24844	136.9
	"Kentucky"	"21"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	24045	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	17	25286	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	20	24957	80.1
	"Kentucky"	"21"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	24057	128.9
	"Kentucky"	"21"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	49	25431	192.7
	"Kentucky"	"21"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	36	25228	142.7
	"Kentucky"	"21"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	17	24610	Unreliable
	"Kentucky"	"21"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	15	25119	Unreliable
	"Kentucky"	"21"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	35	23923	146.3
	"Kentucky"	"21"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	36	24733	145.6
	"Kentucky"	"21"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	34	25477	133.5
	"Kentucky"	"21"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	16	24170	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	24359	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	30	23688	126.6
	"Kentucky"	"21"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	39	24555	158.8
	"Kentucky"	"21"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	25	24694	101.2
	"Kentucky"	"21"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	14	23071	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	21	24185	86.8
	"Kentucky"	"21"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	17	23929	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	22818	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	31	24463	126.7
	"Kentucky"	"21"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	34	24683	137.7
	"Kentucky"	"21"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	15	23742	Unreliable
	"Kentucky"	"21"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	15	23261	Unreliable
	"Kentucky"	"21"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	20	23957	83.5
	"Kentucky"	"21"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	20	23610	84.7
	"Kentucky"	"21"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	23	23361	98.5
	"Kentucky"	"21"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	31	24544	126.3
	"Kentucky"	"21"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	23310	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	23646	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	16	23089	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	17	22897	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	29	23795	121.9
	"Kentucky"	"21"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	23485	89.4
	"Kentucky"	"21"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	23265	Unreliable
	"Kentucky"	"21"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	26	23408	111.1
	"Kentucky"	"21"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	30	23410	128.2
	"Kentucky"	"21"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	25	23788	105.1
	"Kentucky"	"21"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	16	25237	Unreliable
	"Kentucky"	"21"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	17	23084	Unreliable
	"Kentucky"	"21"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	27	25094	107.6
	"Kentucky"	"21"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	27	23500	114.9
	"Kentucky"	"21"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	26485	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	16	25250	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	14	23501	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	17	26445	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	27	25811	104.6
	"Kentucky"	"21"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	27	24054	112.2
	"Kentucky"	"21"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	13	26253	Unreliable
	"Kentucky"	"21"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	12	26785	Unreliable
	"Kentucky"	"21"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	25002	Unreliable
	"Kentucky"	"21"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	25784	120.2
	"Kentucky"	"21"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	21	27324	76.9
	"Kentucky"	"21"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	25711	93.3
	"Kentucky"	"21"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	12	25982	Unreliable
	"Kentucky"	"21"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	13	26454	Unreliable
	"Kentucky"	"21"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	21	24536	85.6
	"Kentucky"	"21"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	26	26274	99.0
	"Kentucky"	"21"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	17	27402	Unreliable
	"Kentucky"	"21"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	24964	Unreliable
	"Kentucky"	"21"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	25363	Unreliable
	"Kentucky"	"21"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	25690	Unreliable
	"Kentucky"	"21"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	17	24020	Unreliable
	"Kentucky"	"21"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	22	25130	87.5
	"Kentucky"	"21"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	18	26160	Unreliable
	"Kentucky"	"21"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	20	25091	79.7
	"Kentucky"	"21"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	24902	Unreliable
	"Kentucky"	"21"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	11	24414	Unreliable
	"Kentucky"	"21"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	23	24696	93.1
	"Kentucky"	"21"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	25	25163	99.4
	"Kentucky"	"21"	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	25497	Unreliable
	"Kentucky"	"21"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	14	24841	Unreliable
	"Kentucky"	"21"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	29	25167	115.2
	"Kentucky"	"21"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	12	24612	Unreliable
	"Kentucky"	"21"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	25072	Unreliable
	"Kentucky"	"21"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	15	26529	Unreliable
	"Kentucky"	"21"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	19	25368	Unreliable
	"Kentucky"	"21"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	22	25051	87.8
	"Kentucky"	"21"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	27287	Unreliable
	"Kentucky"	"21"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	14	25475	Unreliable
	"Kentucky"	"21"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	27	26905	100.4
	"Kentucky"	"21"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	25	26557	94.1
	"Kentucky"	"21"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	25187	83.4
	"Kentucky"	"21"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	28	26597	105.3
	"Kentucky"	"21"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	22	27364	80.4
	"Kentucky"	"21"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	26239	Unreliable
	"Kentucky"	"21"	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	28181	Unreliable
	"Kentucky"	"21"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	26118	Unreliable
	"Kentucky"	"21"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	15	27163	Unreliable
	"Kentucky"	"21"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	26995	88.9
	"Kentucky"	"21"	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	28492	Unreliable
	"Kentucky"	"21"	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	27780	Unreliable
	"Kentucky"	"21"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	12	26384	Unreliable
	"Kentucky"	"21"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	17	26930	Unreliable
	"Kentucky"	"21"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	17	26636	Unreliable
	"Kentucky"	"21"	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	28214	Unreliable
	"Kentucky"	"21"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	26638	Unreliable
	"Kentucky"	"21"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	19	27080	Unreliable
	"Kentucky"	"21"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	18	26548	Unreliable
	"Kentucky"	"21"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	12	25690	Unreliable
	"Kentucky"	"21"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	16	26330	Unreliable
	"Kentucky"	"21"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	26623	78.9
	"Kentucky"	"21"	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	13	25484	Unreliable
	"Kentucky"	"21"	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	12	25792	Unreliable
	"Kentucky"	"21"	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	15	25749	Unreliable
	"Kentucky"	"21"	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	11	23993	Unreliable
	"Kentucky"	"21"	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	15	25323	Unreliable
	"Kentucky"	"21"	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	10	23964	Unreliable
	"Kentucky"	"21"	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	10	24662	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	16724	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	10	17337	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	12	17857	Unreliable
	"Louisiana"	"22"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	12	18324	Unreliable
	"Louisiana"	"22"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	10	17368	Unreliable
	"Louisiana"	"22"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	14	18296	Unreliable
	"Louisiana"	"22"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	11	17406	Unreliable
	"Louisiana"	"22"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	12	17570	Unreliable
	"Louisiana"	"22"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	17243	Unreliable
	"Louisiana"	"22"	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	17440	Unreliable
	"Louisiana"	"22"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	16	19622	Unreliable
	"Louisiana"	"22"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	18	18063	Unreliable
	"Louisiana"	"22"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	14	17543	Unreliable
	"Louisiana"	"22"	"29 years"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	11	11853	Unreliable
	"Louisiana"	"22"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	13	20559	Unreliable
	"Louisiana"	"22"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	16	18754	Unreliable
	"Louisiana"	"22"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	15	17896	Unreliable
	"Louisiana"	"22"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	17	20509	Unreliable
	"Louisiana"	"22"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	18	19434	Unreliable
	"Louisiana"	"22"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	23	18460	124.6
	"Louisiana"	"22"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	19992	Unreliable
	"Louisiana"	"22"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	20265	Unreliable
	"Louisiana"	"22"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	13	20085	Unreliable
	"Louisiana"	"22"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	18	19725	Unreliable
	"Louisiana"	"22"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	19	19091	Unreliable
	"Louisiana"	"22"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	19638	Unreliable
	"Louisiana"	"22"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	19896	Unreliable
	"Louisiana"	"22"	"32 years"	"32"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	10	10907	Unreliable
	"Louisiana"	"22"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	13	19745	Unreliable
	"Louisiana"	"22"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	31	19652	157.7
	"Louisiana"	"22"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	19478	Unreliable
	"Louisiana"	"22"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	13	19277	Unreliable
	"Louisiana"	"22"	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	10	10259	Unreliable
	"Louisiana"	"22"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	14	19428	Unreliable
	"Louisiana"	"22"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	22	19333	113.8
