"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	170	941806	18.1
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	166	975631	17.0
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	157	979845	16.0
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	161	992386	16.2
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	166	1014686	16.4
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	195	1045455	18.7
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	291	1074237	27.1
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	331	1098146	30.1
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	359	1121182	32.0
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	398	1140640	34.9
	"Florida"	"12"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	596	1159859	51.4
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10	710119	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	707857	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14	708848	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	714617	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	723921	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18	727970	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	18	743908	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15	772732	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	28	798783	3.5
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	24	814755	2.9
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	28	835369	3.4
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	25	888451	2.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	35	929927	3.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	30	972814	3.1
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	33	1016992	3.2
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	45	1059969	4.2
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	38	1088542	3.5
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	51	1110986	4.6
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	51	1138726	4.5
	"Florida"	"12"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	66	1170451	5.6
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	20	99930	20.0
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	16	104816	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	19	110442	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	24	116191	20.7
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	38	122581	31.0
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	12	617516	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	622867	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10	630984	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	12	644370	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	25	656946	3.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	21	681779	3.1
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	16	705051	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	10	721042	Unreliable
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	30	739363	4.1
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	30	787980	3.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	26	823906	3.2
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	36	860129	4.2
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	57	896738	6.4
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	52	932072	5.6
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	65	951759	6.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	75	967649	7.8
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	96	989164	9.7
	"Florida"	"12"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	106	1012685	10.5
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	567365	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	11	572538	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	11	574141	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10	561960	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12	556544	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	557548	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	14	582320	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	14	596873	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	11	615007	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	15	639872	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	673925	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	17	703030	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	12	727657	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10	447253	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	499573	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	515034	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	538759	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	569718	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	19	593858	Unreliable
	"Florida"	"12"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	14	612851	Unreliable
	"Florida"	"12"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	312468	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	12	389207	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	396340	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	21	397747	5.3
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	10	401322	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	19	400290	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	23	400036	5.7
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	10	399301	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	24	400205	6.0
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	17	402394	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	405769	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	25	408347	6.1
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	10	266606	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	20	266090	7.5
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	18	402487	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	23	410404	5.6
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	22	410654	5.4
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	30	408702	7.3
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	19	416635	Unreliable
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	46	413738	11.1
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	36	419852	8.6
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	49	421686	11.6
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	54	424676	12.7
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	42	427659	9.8
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	58	424643	13.7
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	46	430301	10.7
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	33	432915	7.6
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	38	433524	8.8
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	56	433731	12.9
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	65	434959	14.9
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	63	429526	14.7
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	69	428719	16.1
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	47	428687	11.0
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	37	430905	8.6
	"Georgia"	"13"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	69	433832	15.9
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	15	265265	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	14	273293	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	16	287044	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	29	292347	9.9
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10	412634	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	409175	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	406709	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17	405258	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	24	401993	6.0
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	400870	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	16	401165	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	25	402596	6.2
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	403021	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	35	402950	8.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	31	402049	7.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	26	404826	6.4
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	37	405124	9.1
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	23	403085	5.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	42	406232	10.3
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	67	408527	16.4
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	72	410855	17.5
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	69	414416	16.6
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	51	415223	12.3
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	36	417404	8.6
	"Georgia"	"13"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	72	418232	17.2
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	10	180324	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	11	184037	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	12	184611	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	10	190641	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14	194078	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	17	198445	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	10	213027	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	12	215847	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	11	221959	Unreliable
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	24	227994	10.5
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	20	236338	8.5
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	36	246103	14.6
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	24	255637	9.4
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	29	263621	11.0
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	57	269659	21.1
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	20	449688	4.4
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34	449549	7.6
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	30	446655	6.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	31	441969	7.0
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	43	435391	9.9
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	39	435340	9.0
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	43	425633	10.1
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	68	427467	15.9
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	66	423058	15.6
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	75	424245	17.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	73	424512	17.2
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	75	420904	17.8
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	102	429514	23.7
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	87	429862	20.2
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	85	423540	20.1
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	140	423897	33.0
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	169	424055	39.9
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	155	424081	36.5
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	190	429002	44.3
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	158	429639	36.8
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	139	432438	32.1
	"Georgia"	"13"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	208	433364	48.0
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	10	211338	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	13	217492	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	11	220021	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	11	222184	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	14	224384	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	15	234943	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	12	240629	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	12	243813	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	13	239726	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	13	245101	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	13	249530	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	16	251988	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	20	255995	7.8
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	13	258500	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	24	261510	9.2
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	34	264768	12.8
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	449947	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	15	451934	Unreliable
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	27	453105	6.0
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	29	451199	6.4
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	36	448365	8.0
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	33	446318	7.4
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	37	448429	8.3
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	44	450844	9.8
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	37	450286	8.2
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	40	446530	9.0
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	47	438988	10.7
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	59	433733	13.6
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	61	426241	14.3
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	56	423311	13.2
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	58	419606	13.8
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	65	415277	15.7
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	85	411678	20.6
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	80	406596	19.7
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	92	403950	22.8
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	89	403334	22.1
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	58	403526	14.4
	"Georgia"	"13"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	97	406144	23.9
