"State","Characteristic","Level","Base Population_2010","Postcensal Population_2010","Postcensal Population_2011","Postcensal Population_2012","Postcensal Population_2013","Postcensal Population_2014","Postcensal Population_2015","Postcensal Population_2016","Postcensal Population_2017","Postcensal Population_2018","Postcensal Population_2019","Postcensal Population_2020"
"Montana","Age","5-17 Years",161137,160968,161064,161457,162918,163814,164471,165310,166477,167021,167944,169769
"Montana","Age","50-64 Years",217667,218517,222755,222706,223145,222735,221378,218889,216086,212794,209566,207146
"Montana","Age","65-74 Years",80742,81281,83585,89284,94154,99205,104178,109370,114780,119264,124312,129574
"Montana","Age","75+ Years",66002,66163,66931,68130,69227,70440,71934,73867,75738,78916,81548,83818
"Montana","Age","<1 Years",12156,12183,12021,12061,12267,12433,12611,12522,12151,11705,11352,11365
"Nebraska","Age","1-4 Years",105822,105851,105726,105216,104522,104357,104930,106096,106755,106903,105721,103756
"Nebraska","Age","18-49 Years",777021,777033,776047,776076,776678,778913,780642,785828,789938,794174,796152,797457
"Nebraska","Age","5-17 Years",327305,327821,329545,331689,334304,336834,339158,341498,343248,344171,345079,346298
"Nebraska","Age","50-64 Years",343407,345507,354641,357632,361027,362659,362497,360320,356728,352748,349131,345643
"Nebraska","Age","65-74 Years",123126,123626,125531,132766,138768,145529,152228,159429,166298,171622,178169,185015
"Nebraska","Age","75+ Years",123548,123680,123800,124623,124644,125331,125914,126900,127857,130387,133086,134422
"Nebraska","Age","<1 Years",26082,26073,25624,25689,25870,26332,26690,26412,26174,25507,25233,24961
"Nevada","Age","1-4 Years",150974,150339,148046,145746,143384,143716,144433,146304,148822,150200,150140,148952
"Nevada","Age","18-49 Years",1212960,1211262,1204796,1210823,1214769,1223104,1236156,1252784,1272826,1296265,1320074,1334197
"Nevada","Age","5-17 Years",477651,476797,474213,475339,478318,481866,487625,493445,497627,503447,508810,512924
"Nevada","Age","50-64 Years",498236,500749,510980,517165,525066,535035,544221,552290,559924,568726,578285,587166
"Nevada","Age","65-74 Years",197778,199527,207411,223849,237672,250457,262999,274334,284549,293277,303893,316112
"Nevada","Age","75+ Years",126578,127590,132050,137189,142827,149735,157020,164259,172516,183468,193789,203204
"Nevada","Age","<1 Years",36506,36219,35618,34559,34920,35022,36077,36139,35833,35342,35780,35704
"New Hampshire","Age","1-4 Years",56812,56433,55141,54131,52963,52694,52277,52019,52273,51763,51595,51031
"New Hampshire","Age","18-49 Years",560326,558982,554022,549873,545164,543523,540363,539897,540491,539840,540037,539733
"New Hampshire","Age","5-17 Years",217428,216475,213039,209799,206316,203017,200233,198234,195974,194244,192079,190045
"New Hampshire","Age","50-64 Years",290637,292503,300780,303831,306670,310410,312740,313801,313623,312759,311447,310279
"New Hampshire","Age","65-74 Years",96755,97547,101152,109863,117421,124376,130143,136009,141789,146600,152413,158927
"New Hampshire","Age","75+ Years",81504,81848,83220,84717,86120,88008,89253,91288,93989,97820,101101,104202
"New Hampshire","Age","<1 Years",12995,13019,13090,12463,12618,12229,12471,12446,12256,12038,12111,12058
"New Jersey","Age","1-4 Years",436035,435177,432352,428920,425004,423794,421437,418083,418515,417938,417148,414445
"New Jersey","Age","18-49 Years",3819869,3816622,3798435,3774697,3749097,3718833,3690303,3668708,3660477,3647072,3631887,3608589
"New Jersey","Age","5-17 Years",1524201,1520924,1508522,1495445,1483381,1471907,1460109,1451141,1444187,1434121,1425878,1420584
"New Jersey","Age","50-64 Years",1720861,1730604,1772238,1787851,1810384,1831941,1847841,1853391,1854001,1848432,1839613,1829219
"New Jersey","Age","65-74 Years",611443,615243,632408,672331,701461,727525,752587,776985,796614,811839,834649,859409
"New Jersey","Age","75+ Years",574565,575277,577775,581870,585035,589972,594862,602131,612568,630342,641534,650619
"New Jersey","Age","<1 Years",104985,105604,106822,104557,103459,103305,103173,103145,101785,101986,100549,99506
"New Mexico","Age","1-4 Years",116803,116842,116326,114219,111538,108849,106640,104896,103155,100642,98148,96149
"New Mexico","Age","18-49 Years",864151,865730,867455,865772,863689,856974,852218,851642,850828,851072,854042,857079
"New Mexico","Age","5-17 Years",373700,373786,373337,372444,371272,369009,366921,365073,361850,358755,356025,353766
"New Mexico","Age","50-64 Years",404116,406253,414195,413954,413765,411963,409588,405525,400305,395014,390592,386838
"New Mexico","Age","65-74 Years",153791,154922,159876,169961,178427,186389,194758,202659,210611,217234,224638,231746
"New Mexico","Age","75+ Years",118460,119175,121802,124477,127502,130874,134071,137693,142051,147992,153153,158165
"New Mexico","Age","<1 Years",28178,27906,27716,26888,26640,26178,25875,25067,24044,23045,23036,22576
"New York","Age","1-4 Years",923947,923852,926438,932383,935410,941988,939551,931989,924320,914079,905144,887353
"New York","Age","18-49 Years",8711647,8708653,8705482,8690637,8656284,8600201,8531816,8468210,8401098,8338403,8256741,8143567
"New York","Age","5-17 Years",3169118,3160083,3125818,3092132,3061114,3027107,3002956,2982433,2957965,2929923,2902357,2880029
"New York","Age","50-64 Years",3723600,3742634,3826185,3850470,3887857,3922215,3944410,3943609,3929958,3906554,3873381,3835286
"New York","Age","65-74 Years",1360596,1368345,1401935,1484970,1549688,1612434,1671582,1727232,1775617,1814397,1863650,1912722
"New York","Age","75+ Years",1257338,1260503,1269949,1282605,1295172,1311160,1326590,1345770,1372564,1410330,1437465,1456847
"New York","Age","<1 Years",231871,235886,244114,241165,240963,238326,240416,237148,232327,230412,224393,220972
"North Carolina","Age","1-4 Years",508708,508234,505150,497198,489145,484405,482473,485443,489752,491465,491075,488512
"North Carolina","Age","18-49 Years",4211200,4229512,4229213,4237084,4247015,4248970,4263897,4304279,4336337,4374545,4407133,4423448
"North Carolina","Age","5-17 Years",1649604,1650656,1656223,1664471,1673362,1680223,1685526,1689843,1693852,1693336,1694774,1699579
"North Carolina","Age","50-64 Years",1808727,1820385,1869369,1888665,1915434,1944475,1971666,1991750,2008227,2022794,2037433,2056433
"North Carolina","Age","65-74 Years",697603,703133,726238,780277,824431,865877,904770,943402,980000,1010836,1046968,1084482
"North Carolina","Age","75+ Years",536586,540088,552211,564996,578312,593417,608479,626409,648263,678654,705296,730060
"North Carolina","Age","<1 Years",123334,122578,120509,119119,119018,119928,120407,120676,119327,119728,118705,118309
"North Dakota","Age","1-4 Years",35664,35817,36610,37627,39204,40544,42366,43078,43355,43746,43640,42620
"North Dakota","Age","18-49 Years",293135,293866,297996,306009,316593,323585,331799,330296,329119,329549,329939,329715
"North Dakota","Age","5-17 Years",105271,105572,107007,109956,114155,117300,120683,121298,122268,124127,126481,128550
"North Dakota","Age","50-64 Years",132093,132817,136273,138043,140391,141720,142285,140340,137753,135348,133173,130824
"North Dakota","Age","65-74 Years",46877,47025,47758,50006,51956,54009,56372,58854,61663,64228,66831,69658
"North Dakota","Age","75+ Years",50604,50621,50715,50776,50658,50672,50695,50937,51571,52413,53197,53483
"North Dakota","Age","<1 Years",8931,9034,9167,9810,10192,10906,11337,11311,11026,10651,10463,10459
"Ohio","Age","1-4 Years",581818,579737,571959,563033,558026,558568,559225,561182,563082,560839,558265,552042
"Ohio","Age","18-49 Years",4844465,4838729,4804375,4773703,4761115,4742790,4727713,4724491,4729533,4732542,4732535,4712462
"Ohio","Age","5-17 Years",2009898,2004652,1985601,1969399,1958140,1946217,1934095,1920060,1910250,1898766,1889827,1884283
"Ohio","Age","50-64 Years",2339370,2351583,2402165,2404228,2412450,2419953,2419000,2405027,2386681,2363300,2338567,2314476
"Ohio","Age","65-74 Years",850249,853036,868257,923470,965524,1006339,1044884,1083314,1119178,1148520,1189066,1233236
"Ohio","Age","75+ Years",771918,772922,776330,780441,786002,793945,798615,807992,821177,840946,854936,864402
"Ohio","Age","<1 Years",139045,138790,137048,136697,138435,138761,138783,137994,135805,135979,133311,132316
"Oklahoma","Age","1-4 Years",212175,212548,213269,212754,212813,213021,214205,213514,212582,209995,207660,204841
"Oklahoma","Age","18-49 Years",1610135,1610576,1613449,1618406,1624644,1626715,1636214,1641932,1643027,1647240,1654149,1661189
"Oklahoma","Age","5-17 Years",665576,666916,670938,676370,683763,689631,694524,696646,695848,696226,697217,700004
"Oklahoma","Age","50-64 Years",704880,708698,723201,725965,732075,735935,737721,733989,727890,721417,716405,712915
"Oklahoma","Age","65-74 Years",280497,281797,286387,301750,312405,322054,331622,341563,350486,358638,368854,380547
"Oklahoma","Age","75+ Years",226371,227318,229388,232104,235271,239170,243126,247703,253057,260197,267345,272612
"Oklahoma","Age","<1 Years",51948,52161,52192,51971,52920,52661,53106,52796,50712,49775,49046,48675
"Oregon","Age","1-4 Years",191513,191193,190787,188609,186089,185700,186198,188295,189119,187482,183797,179028
"Oregon","Age","18-49 Years",1645330,1645563,1652906,1657168,1659598,1672900,1696027,1736730,1765738,1785875,1799462,1806245
"Oregon","Age","5-17 Years",628893,628441,628415,627712,627074,629265,632001,636952,639172,638505,638866,639732
"Oregon","Age","50-64 Years",785769,789136,804052,803061,803771,803928,804352,803783,799751,792290,787445,784957
"Oregon","Age","65-74 Years",290043,292910,305046,329951,350679,371251,391968,412680,431810,446959,463361,478552
"Oregon","Age","75+ Years",243493,243949,245853,248640,251921,256889,262346,269087,277082,289535,301033,310975
"Oregon","Age","<1 Years",46042,46422,45613,44961,44978,45514,45650,45744,44622,42892,42152,42018
"Pennsylvania","Age","1-4 Years",587988,586854,583349,579679,574027,573085,572582,571654,571521,568499,563615,556049
"Pennsylvania","Age","18-49 Years",5344142,5340818,5323485,5301084,5274313,5240195,5202630,5176591,5160037,5156038,5133677,5109260
"Pennsylvania","Age","5-17 Years",2062776,2057352,2038269,2019300,2003307,1989026,1976385,1964609,1956716,1947469,1937932,1931653
"Pennsylvania","Age","50-64 Years",2607011,2621254,2681214,2686322,2699222,2713412,2719702,2708787,2690135,2665063,2635216,2605550
"Pennsylvania","Age","65-74 Years",979557,982695,999659,1062324,1108684,1152854,1194929,1237637,1278528,1311248,1354841,1401258
"Pennsylvania","Age","75+ Years",979866,980158,978674,978942,978769,982055,982187,989181,1000430,1023700,1039330,1046429
"Pennsylvania","Age","<1 Years",141551,142275,142402,141472,141216,141765,141423,140009,137312,137090,134272,133055
"Rhode Island","Age","1-4 Years",46492,46248,45480,44774,44192,44166,43954,43865,43976,44124,44051,43360
"Rhode Island","Age","18-49 Years",465360,465328,462275,459931,457607,455513,453070,451475,448514,448442,446279,444200
"Rhode Island","Age","5-17 Years",166509,166161,164060,161730,159773,157581,155839,154319,152427,151175,149441,148087
"Rhode Island","Age","50-64 Years",211652,212747,217208,218328,220142,221921,223450,223601,223491,222619,220799,218599
"Rhode Island","Age","65-74 Years",73882,74402,76599,82023,85913,89778,93343,96927,100144,102844,106373,110332
"Rhode Island","Age","75+ Years",78113,78024,77200,77078,77037,76824,76336,76632,77463,79374,80784,82145
"Rhode Island","Age","<1 Years",10962,11084,11007,11029,10896,10728,10894,10997,10539,10760,10431,10402
"South Carolina","Age","1-4 Years",243294,243220,241832,237717,234536,232851,232872,234576,236269,236946,236806,234925
"South Carolina","Age","18-49 Years",2002547,2003486,2000534,2003607,2007271,2013744,2026885,2042114,2058540,2076679,2093265,2102499
"South Carolina","Age","5-17 Years",778201,777870,777344,781884,787330,794142,801577,806860,812165,814965,820243,826629
"South Carolina","Age","50-64 Years",910448,915626,937321,942889,953474,967985,981738,991668,998484,1005648,1012390,1021241
"South Carolina","Age","65-74 Years",369040,372456,386999,417129,441598,466034,489668,512527,533614,550662,571114,593048
"South Carolina","Age","75+ Years",262828,264759,271618,278741,286107,295183,305321,317808,331499,350125,367260,383327
"South Carolina","Age","<1 Years",59000,58429,57007,57060,56153,56919,57945,57478,56531,56677,56624,56371
"South Dakota","Age","1-4 Years",47974,48019,48091,47829,47969,48137,48666,49155,49564,49617,49382,48654
"South Dakota","Age","18-49 Years",337606,337870,338687,341081,341613,341235,340785,343837,348258,349531,351844,352593
"South Dakota","Age","5-17 Years",143177,143420,144125,145790,147809,149181,150384,152290,154128,154893,156585,158015
"South Dakota","Age","50-64 Years",157206,158301,163280,166280,168874,170228,170120,169424,168297,167062,165672,164468
"South Dakota","Age","65-74 Years",57629,57803,58555,61836,65217,68824,72695,76878,80922,84760,89385,94041
"South Dakota","Age","75+ Years",58955,59004,59159,59066,59164,59542,59667,59765,60147,61311,62409,63136
"South Dakota","Age","<1 Years",11651,11776,11843,11977,12105,12523,12346,12344,12416,12212,11850,11810
"Tennessee","Age","1-4 Years",328799,328146,325663,323078,320730,320988,322184,325202,327491,328123,328842,327507
"Tennessee","Age","18-49 Years",2751588,2751053,2752240,2761878,2760120,2760357,2765897,2781721,2807733,2834670,2848242,2857609
"Tennessee","Age","5-17 Years",1088193,1087679,1087828,1089250,1092195,1094823,1096544,1098073,1100545,1101213,1102093,1106003
"Tennessee","Age","50-64 Years",1245072,1251360,1278974,1284466,1293835,1305311,1315983,1320664,1324057,1325593,1327226,1335281
"Tennessee","Age","65-74 Years",487098,489845,501947,535351,560988,584855,605852,626578,644876,660472,681625,704870
"Tennessee","Age","75+ Years",366513,368494,375446,381860,389310,398316,407555,418130,430265,447070,462256,475673
"Tennessee","Age","<1 Years",79018,78941,78200,79869,79765,79967,81339,80909,79781,81039,80041,79891
"Texas","Age","1-4 Years",1548628,1550636,1556717,1560392,1555345,1568353,1588630,1608859,1628720,1627430,1614937,1591888
"Texas","Age","18-49 Years",11405582,11437234,11563403,11721422,11850586,12032156,12235026,12419677,12581763,12728466,12886116,13026771
"Texas","Age","5-17 Years",4937354,4947906,4997644,5054992,5116660,5182071,5252783,5310196,5348485,5374621,5415221,5466225
"Texas","Age","50-64 Years",4272576,4306041,4445899,4531934,4617171,4708058,4788928,4845472,4887529,4923671,4967388,5025173
"Texas","Age","65-74 Years",1472282,1484099,1537056,1644980,1735006,1824101,1911994,1997384,2081015,2158159,2243843,2339912
"Texas","Age","75+ Years",1129804,1136604,1164660,1193511,1221716,1254805,1289885,1330722,1374930,1431582,1482670,1533771
"Texas","Age","<1 Years",379846,379377,380125,376889,383162,393548,401285,401754,388582,380635,376619,377019
"Utah","Age","1-4 Years",211248,211266,210689,208163,204456,203418,201898,202948,204377,202077,198174,194302
"Utah","Age","18-49 Years",1251027,1254537,1265440,1278383,1294613,1309419,1330191,1362311,1395720,1426725,1454496,1478793
"Utah","Age","5-17 Years",607103,609725,619747,630393,641667,650110,658413,667656,674349,680676,684369,687543
"Utah","Age","50-64 Years",392375,395669,408992,416189,424090,430401,435860,440818,445883,449492,453987,460217
"Utah","Age","65-74 Years",138223,139289,143796,154017,162885,171975,181144,190745,200422,209220,219027,230052
"Utah","Age","75+ Years",111240,111865,114438,116704,119358,122267,125268,129086,133453,139554,145933,151541
"Utah","Age","<1 Years",52675,53062,51695,50297,51704,50737,50852,50677,49336,47409,47397,47431
"Vermont","Age","1-4 Years",25984,25838,25506,24906,24651,24515,24555,24406,24232,24080,23374,22928
"Vermont","Age","18-49 Years",262961,262459,260303,257411,255645,252881,251698,250295,250197,249887,249156,247935
"Vermont","Age","5-17 Years",97273,96832,95423,93918,92458,90907,89552,88006,87153,86131,85507,84908
"Vermont","Age","50-64 Years",142464,143098,146037,145902,145854,145597,144785,142855,140878,138337,135940,133652
"Vermont","Age","65-74 Years",49538,49966,51819,55787,59119,62263,65236,68002,70838,72924,75143,77613
"Vermont","Age","75+ Years",41539,41579,42034,42347,42881,43411,43974,44946,46073,48024,49482,50981
"Vermont","Age","<1 Years",5968,6114,6075,6090,5995,6119,6010,5856,5761,5419,5444,5330
"Virginia","Age","1-4 Years",409550,409531,409777,409498,408474,409427,409572,409775,411907,410189,409778,405713
"Virginia","Age","18-49 Years",3622606,3627752,3636155,3648678,3651138,3646867,3640601,3640197,3649298,3652286,3660183,3657650
"Virginia","Age","5-17 Years",1344067,1344585,1345891,1350772,1354271,1354289,1355982,1358346,1361091,1359246,1360259,1362955
"Virginia","Age","50-64 Years",1547811,1557705,1598063,1613968,1634434,1654483,1668889,1674587,1676205,1672781,1668091,1665449
"Virginia","Age","65-74 Years",549804,554329,573441,615664,649258,679880,708511,735438,759854,779252,803238,827566
"Virginia","Age","75+ Years",427130,429244,437225,446522,456296,468271,480748,495555,512693,536559,556441,573478
"Virginia","Age","<1 Years",100078,100858,101885,102354,101990,102213,103000,103753,99963,100607,98652,97752
"Washington","Age","1-4 Years",352641,353446,357972,357337,355864,357401,358648,363662,370237,370970,368268,363482
"Washington","Age","18-49 Years",2985046,2987847,3009733,3022986,3033009,3062853,3106753,3170954,3237150,3289263,3330999,3364376
"Washington","Age","5-17 Years",1141699,1141740,1141772,1144928,1150919,1157780,1167793,1180683,1192276,1199966,1206319,1215831
"Washington","Age","50-64 Years",1330460,1338514,1372503,1382124,1395076,1406343,1416689,1421607,1423133,1418651,1416181,1415568
"Washington","Age","65-74 Years",457221,462076,482126,521944,554019,586877,619969,652435,681958,706839,732701,758505
"Washington","Age","75+ Years",370457,371707,376574,382563,390045,398747,408525,420075,434054,454217,473119,489369
"Washington","Age","<1 Years",87016,87679,86799,86717,87320,87530,88910,90545,89143,86887,86437,86481
"West Virginia","Age","1-4 Years",83838,83786,83212,82818,82043,82168,82160,81329,79521,77673,75626,73705
"West Virginia","Age","18-49 Years",760115,759729,756288,751707,745892,738513,730479,722365,712884,704800,697749,690870
"West Virginia","Age","5-17 Years",283351,283268,282065,281174,279715,278382,276300,273931,271337,269016,267082,265115
"West Virginia","Age","50-64 Years",408066,409142,413548,409413,406065,401744,397274,390395,383242,375767,369451,364081
"West Virginia","Age","65-74 Years",163519,164064,166395,175955,183094,190507,197291,203294,208813,212639,217454,222176
"West Virginia","Age","75+ Years",133897,134085,134751,135852,137192,138872,139899,141936,144103,147628,150170,151393
"West Virginia","Age","<1 Years",20222,20191,20347,20527,20767,20383,19929,19185,18783,18430,17731,17447
"Wisconsin","Age","1-4 Years",288997,288270,286240,281468,277461,274593,271298,270611,270596,269739,267254,263520
"Wisconsin","Age","18-49 Years",2434246,2430038,2411482,2394602,2380941,2365947,2352533,2345195,2343348,2345639,2346410,2341888
"Wisconsin","Age","5-17 Years",981047,979189,972780,968226,965113,961205,957556,951877,947927,942347,937247,932245
"Wisconsin","Age","50-64 Years",1135945,1143312,1176727,1188975,1203346,1214223,1219586,1218215,1213398,1205597,1195280,1184308
"Wisconsin","Age","65-74 Years",400525,402530,411793,438084,459875,482164,505197,528789,551684,570910,594907,620424
"Wisconsin","Age","75+ Years",377079,377657,379396,382201,384709,388353,390002,394071,400781,411107,420049,427511
"Wisconsin","Age","<1 Years",69446,69542,67422,67269,66567,66714,66755,66412,65413,63980,63434,62759
"Wyoming","Age","1-4 Years",32415,32375,32183,31613,31313,30831,30747,30387,29691,29078,28326,27462
"Wyoming","Age","18-49 Years",240517,240344,239156,242699,243646,241898,242167,240628,237253,236360,236367,236563
"Wyoming","Age","5-17 Years",95200,95315,95833,97471,98999,100035,101232,101024,99656,98885,98898,99306
"Wyoming","Age","50-64 Years",117628,118145,120659,121669,122295,120743,119229,117120,114436,112017,110255,108898
"Wyoming","Age","65-74 Years",39585,39850,40963,43907,46330,48692,51142,53554,55945,58434,61121,63814
"Wyoming","Age","75+ Years",30645,30699,31293,31900,32543,33290,34107,34866,36011,37560,38796,39962
"Wyoming","Age","<1 Years",7785,7803,7404,7397,7494,7670,7765,7664,7002,6720,6353,6323
"US","Race/Ethnicity","American Indian or Alaska Native",2569507,2571687,2594987,2618899,2641635,2664750,2685740,2706025,2723957,2738661,2753041,2766392
"US","Race/Ethnicity","Asian or Pacific Islander",16134056,16246316,16758831,17285641,17826659,18404777,19011598,19600513,20144419,20566785,20955083,21284836
"US","Race/Ethnicity","Black or African American",39440889,39553617,39985053,40427803,40855516,41294959,41738552,42173375,42583044,42960053,43319362,43620633
"US","Race/Ethnicity","Hispanic or Latino",50478611,50736244,51824758,52869228,53906810,54978578,56118159,57285487,58402829,59468833,60404487,61312879
"US","Race/Ethnicity","White",200135042,200219279,200419852,200676091,200829327,201043265,201184945,201306355,201267879,201103867,200897980,200499383
"Alabama","Race/Ethnicity","American Indian or Alaska Native",28487,28417,28532,28679,28806,29068,29245,29308,29442,29583,29854,30202
"Alabama","Race/Ethnicity","Asian or Pacific Islander",59458,59972,62172,65962,68649,70822,73308,75951,78100,79456,81026,82084
"Alabama","Race/Ethnicity","Black or African American",1264683,1267125,1273956,1283605,1293167,1300397,1307931,1313183,1318226,1323186,1327611,1331864
"Alabama","Race/Ethnicity","Hispanic or Latino",185608,186094,189328,189889,192088,194360,198121,203666,208724,215281,220789,226557
"Alabama","Race/Ethnicity","White",3241882,3243906,3245654,3248497,3248876,3249090,3246198,3244716,3243497,3244122,3248685,3250825
"Alaska","Race/Ethnicity","American Indian or Alaska Native",115093,115491,116715,117587,118507,119050,119552,120080,120314,120472,120500,120732
"Alaska","Race/Ethnicity","Asian or Pacific Islander",49055,49616,51578,53736,56094,57013,58447,60621,62661,62711,63363,63739
"Alaska","Race/Ethnicity","Black or African American",28291,28583,29419,30584,31353,31230,31272,31992,32360,32348,32150,31954
"Alaska","Race/Ethnicity","Hispanic or Latino",39252,40011,42078,45121,47540,49104,50380,51835,53005,53369,53622,53556
"Alaska","Race/Ethnicity","White",478555,480281,482559,483782,484132,480678,478779,478047,472643,467724,463968,461177
"Arizona","Race/Ethnicity","American Indian or Alaska Native",269587,270023,273384,277050,280507,283924,286124,288995,291415,294185,296768,298906
"Arizona","Race/Ethnicity","Asian or Pacific Islander",198236,200011,209502,218984,229495,240821,250149,262073,270557,277405,287395,296873
"Arizona","Race/Ethnicity","Black or African American",268901,270457,278023,287483,296252,306301,317997,331179,342709,355793,369582,383281
"Arizona","Race/Ethnicity","Hispanic or Latino",1895171,1903368,1936020,1974324,2013059,2058295,2107701,2157151,2207320,2258904,2313157,2366919
"Arizona","Race/Ethnicity","White",3760397,3763483,3776487,3798503,3815377,3843532,3870839,3905369,3936087,3977941,4024941,4075422
"Arkansas","Race/Ethnicity","American Indian or Alaska Native",22640,22605,22953,23480,23650,23983,24296,24709,25132,25518,25755,26105
"Arkansas","Race/Ethnicity","Asian or Pacific Islander",44118,44794,47649,50738,52205,54104,56326,59246,61561,62715,64387,66815
"Arkansas","Race/Ethnicity","Black or African American",459289,460484,463914,466071,468829,471341,474782,477859,480025,481992,483947,484875
"Arkansas","Race/Ethnicity","Hispanic or Latino",186045,187452,193404,198760,203416,207678,212796,218384,225078,230632,236539,243163
"Arkansas","Race/Ethnicity","White",2203937,2206663,2213118,2213827,2212359,2211653,2211532,2211617,2212059,2211304,2210357,2209564
"California","Race/Ethnicity","American Indian or Alaska Native",208334,208303,208558,209340,209434,209685,209868,209521,209456,208633,206907,204845
"California","Race/Ethnicity","Asian or Pacific Islander",5180518,5206131,5328433,5450030,5588937,5737855,5900228,6041960,6176947,6281380,6361257,6422594
"California","Race/Ethnicity","Black or African American",2363980,2365652,2377564,2388604,2396667,2411159,2422249,2429756,2438933,2445447,2448173,2449179
"California","Race/Ethnicity","Hispanic or Latino",14013857,14060961,14266621,14449375,14629407,14811923,14987776,15151999,15291922,15402735,15488144,15569780
"California","Race/Ethnicity","White",15487833,15478503,15455135,15447202,15429323,15416084,15384175,15315950,15220527,15099268,14933129,14721680
"Colorado","Race/Ethnicity","American Indian or Alaska Native",37669,37690,38313,38750,39437,40065,41041,41826,42443,43226,43675,44138
"Colorado","Race/Ethnicity","Asian or Pacific Islander",157035,158789,164966,171573,178230,185350,194660,202474,209378,217002,221669,226757
"Colorado","Race/Ethnicity","Black or African American",214917,216360,221186,226934,233304,240306,247483,253866,258827,265362,269968,274547
"Colorado","Race/Ethnicity","Hispanic or Latino",1038726,1044571,1069628,1088444,1108710,1131377,1158286,1182889,1207176,1234141,1255050,1274247
"Colorado","Race/Ethnicity","White",3580972,3590129,3627807,3667959,3711093,3755539,3812858,3862789,3899597,3937424,3968124,3988030
"Connecticut","Race/Ethnicity","American Indian or Alaska Native",8967,9020,9176,9375,9525,9647,9718,9690,9694,9733,9765,9756
"Connecticut","Race/Ethnicity","Asian or Pacific Islander",143821,145128,150206,155757,158314,164367,169159,172442,175491,178693,181106,182848
"Connecticut","Race/Ethnicity","Black or African American",357990,358996,362684,366671,370946,374027,377327,380289,383833,387641,392360,396872
"Connecticut","Race/Ethnicity","Hispanic or Latino",479094,482401,496817,510995,523790,536001,546931,558687,573050,590328,601081,612929
"Connecticut","Race/Ethnicity","White",2584279,2583628,2569749,2552413,2533217,2511655,2485426,2458722,2433256,2408166,2381710,2354601
"Delaware","Race/Ethnicity","American Indian or Alaska Native",3280,3296,3311,3312,3375,3391,3366,3412,3448,3497,3481,3483
"Delaware","Race/Ethnicity","Asian or Pacific Islander",30594,30776,32129,33258,35224,36647,38405,39406,40192,41403,42766,43348
"Delaware","Race/Ethnicity","Black or African American",195015,195768,198832,201465,204361,207634,211146,214552,217773,221455,225323,229283
"Delaware","Race/Ethnicity","Hispanic or Latino",73221,73735,75971,77899,79520,81436,83478,85558,88549,91407,94154,97078
"Delaware","Race/Ethnicity","White",595837,596072,597347,599584,601582,604023,605670,607061,607980,609223,610944,613617
"District of Columbia","Race/Ethnicity","American Indian or Alaska Native",1729,1726,1719,1806,1862,1815,1807,1842,1849,1872,1901,1851
"District of Columbia","Race/Ethnicity","Asian or Pacific Islander",23251,23488,24415,25487,26704,27819,29369,30736,32026,32808,33579,34413
"District of Columbia","Race/Ethnicity","Black or African American",308128,308713,311442,314919,319725,322346,324521,325644,325889,325534,323111,321426
"District of Columbia","Race/Ethnicity","Hispanic or Latino",54768,55828,59676,62949,66578,69320,72338,74409,76328,78217,79838,81115
"District of Columbia","Race/Ethnicity","White",213891,215527,223038,230576,236690,242303,248979,254945,260987,265716,269824,274011
"Florida","Race/Ethnicity","American Indian or Alaska Native",54273,54337,55136,56054,56370,57417,58366,59287,60063,60571,61108,61702
"Florida","Race/Ethnicity","Asian or Pacific Islander",507974,511230,527644,544833,562218,581334,602857,628227,650920,667812,684529,699931
"Florida","Race/Ethnicity","Black or African American",2951583,2963560,3024448,3083756,3135707,3192275,3251173,3313181,3369356,3415427,3455819,3491048
"Florida","Race/Ethnicity","Hispanic or Latino",4224223,4250548,4369147,4493289,4632674,4779720,4951209,5144983,5331295,5496345,5621362,5749737
"Florida","Race/Ethnicity","White",11066536,11066468,11079232,11124084,11164709,11243134,11355506,11481559,11565455,11614771,11669238,11730894
"Georgia","Race/Ethnicity","American Indian or Alaska Native",24637,24640,24908,25378,25702,26001,26347,26747,27000,27370,27792,28214
"Georgia","Race/Ethnicity","Asian or Pacific Islander",338402,341978,354735,371577,387947,402965,420707,442564,460096,475183,491262,504406
"Georgia","Race/Ethnicity","Black or African American",2977867,2989587,3039104,3083903,3123802,3173938,3228564,3286127,3340699,3392551,3446528,3490446
"Georgia","Race/Ethnicity","Hispanic or Latino",853816,856754,870964,883947,894392,910597,934064,962703,988871,1015903,1042080,1067941
"Georgia","Race/Ethnicity","White",5494015,5499250,5513919,5538775,5543749,5557703,5573671,5590301,5600365,5608382,5620358,5619010
"Hawaii","Race/Ethnicity","American Indian or Alaska Native",3385,3496,3520,3539,3501,3558,3575,3524,3451,3462,3429,3429
"Hawaii","Race/Ethnicity","Asian or Pacific Islander",846683,847768,854804,860925,864405,865219,867194,869839,868598,867054,862787,858060
"Hawaii","Race/Ethnicity","Black or African American",29066,29650,31459,33020,34029,34940,36087,37050,37341,37650,37655,37370
"Hawaii","Race/Ethnicity","Hispanic or Latino",120842,122155,127797,133264,138641,142768,146485,149961,151644,153250,154045,153943
"Hawaii","Race/Ethnicity","White",360328,360935,361982,364451,368246,368850,369658,368511,364729,361686,357699,354204
"Idaho","Race/Ethnicity","American Indian or Alaska Native",20085,20102,20226,20248,20421,20560,20836,21209,21470,21741,22075,22566
"Idaho","Race/Ethnicity","Asian or Pacific Islander",23588,23624,24725,25477,26119,27143,28549,30399,31691,32544,33655,34919
