"State","Characteristic","Level","Base Population_2010","Postcensal Population_2010","Postcensal Population_2011","Postcensal Population_2012","Postcensal Population_2013","Postcensal Population_2014","Postcensal Population_2015","Postcensal Population_2016","Postcensal Population_2017","Postcensal Population_2018","Postcensal Population_2019","Postcensal Population_2020"
"US","Not Stratified","N/A",276399801,276889801,278886021,280901904,282810723,284815379,286841015,288883017,290692877,292194506,293434049,294362007
"Alabama","Not Stratified","N/A",4295041,4299223,4310392,4323008,4333082,4341939,4349161,4357244,4365095,4374976,4386470,4394762
"Alaska","Not Stratified","N/A",121730,122535,122665,125126,125981,124090,124470,125442,124685,123477,121823,120210
"Arizona","Not Stratified","N/A",6371803,6386843,6452810,6535820,6614164,6712352,6812334,6924097,7027351,7143198,7270586,7399921
"Arkansas","Not Stratified","N/A",2452428,2456641,2471572,2480619,2485494,2490126,2496427,2506034,2515269,2521677,2528533,2536221
"California","Not Stratified","N/A",37108844,37173359,37489538,37797165,38105526,38437543,38754328,38997498,39183559,39281269,39279141,39206703
"Colorado","Not Stratified","N/A",4596642,4613594,4681283,4745950,4816751,4888724,4977013,5057835,5123777,5195554,5249494,5294297
"Connecticut","Not Stratified","N/A",3574151,3579173,3588632,3595211,3595792,3595697,3588561,3579830,3575324,3574561,3566022,3557006
"Delaware","Not Stratified","N/A",897947,899647,907590,915518,924062,933131,942065,949989,957942,966985,976668,986809
"District of Columbia","Not Stratified","N/A",601767,605282,620290,635737,651559,663603,677014,687576,697079,704147,708253,712816
"Florida","Not Stratified","N/A",17667604,17707802,17909022,18143576,18380611,18662912,19002468,19384477,19709948,19964148,20178757,20400054
"Georgia","Not Stratified","N/A",7455001,7475119,7558344,7654844,7718538,7795419,7891703,7993029,8077901,8155993,8237793,8298840
"Hawaii","Not Stratified","N/A",1360304,1364004,1379562,1395199,1408822,1415335,1422999,1428885,1425763,1423102,1415615,1407006
"Idaho","Not Stratified","N/A",1515145,1518270,1531712,1543425,1559353,1579560,1599632,1630904,1666229,1698504,1735354,1772940
"Illinois","Not Stratified","N/A",10317801,10324596,10343335,10355471,10364020,10356634,10335941,10302116,10265095,10217684,10170028,10103770
"Indiana","Not Stratified","N/A",6144057,6150426,6176621,6198817,6229346,6254914,6269733,6296242,6319325,6354420,6384864,6408346
"Iowa","Not Stratified","N/A",2855185,2859341,2876158,2887706,2905309,2923044,2935268,2947046,2958595,2965550,2975905,2980854
"Kansas","Not Stratified","N/A",2093428,2097669,2107232,2120008,2124696,2128734,2134837,2134376,2132570,2133739,2131485,2130809
"Kentucky","Not Stratified","N/A",3456854,3464029,3481566,3493603,3507086,3513235,3518973,3525275,3535791,3539466,3542313,3542940
"Louisiana","Not Stratified","N/A",4372128,4382946,4415040,4439476,4465305,4485210,4507753,4521926,4515673,4508117,4503202,4491742
"Maine","Not Stratified","N/A",1328354,1327651,1328473,1328094,1328543,1331217,1329098,1332348,1335743,1340123,1345770,1350141
"Maryland","Not Stratified","N/A",5005594,5020115,5070941,5116250,5153551,5187103,5216537,5240757,5267086,5288213,5309287,5318525
"Massachusetts","Not Stratified","N/A",6547788,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6893574
"Michigan","Not Stratified","N/A",9368531,9362532,9369880,9386803,9406147,9425386,9430757,9451416,9474036,9484615,9482231,9464939
"Minnesota","Not Stratified","N/A",4934778,4941376,4975799,5006314,5042320,5077518,5105969,5145240,5185891,5221432,5249958,5265164
"Mississippi","Not Stratified","N/A",2813261,2816150,2825683,2830721,2835715,2837780,2836865,2837454,2837918,2830434,2826917,2816183
"Missouri","Not Stratified","N/A",5043141,5049245,5063757,5078512,5095941,5112892,5129893,5148445,5171479,5189771,5205159,5219518
"Montana","Not Stratified","N/A",977509,978835,985654,992344,1002196,1010663,1019444,1029872,1041432,1049217,1057415,1067717
"Nebraska","Not Stratified","N/A",1765673,1768854,1780634,1793639,1805933,1820412,1832598,1847210,1858065,1866509,1873614,1878631
"Nevada","Not Stratified","N/A",2645414,2647500,2658427,2690340,2723210,2764823,2814379,2865232,2917413,2975438,3034877,3082225
"New Hampshire","Not Stratified","N/A",1316457,1316807,1320444,1324677,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1366275
"New Jersey","Not Stratified","N/A",8791959,8799451,8828552,8845671,8857821,8867277,8870312,8873584,8888147,8891730,8891258,8882371
"New Mexico","Not Stratified","N/A",1882408,1886863,1900631,1906631,1911093,1908174,1906591,1906670,1904313,1902532,1906525,1911599
"New York","Not Stratified","N/A",19048537,19070193,19170559,19245435,19298374,19326337,19331745,19311974,19269975,19220931,19140807,19015795
"North Carolina","Not Stratified","N/A",8847894,8876580,8960466,9045127,9134186,9219817,9314128,9433883,9538513,9646497,9744916,9836472
"North Dakota","Not Stratified","N/A",665781,667945,678716,695336,716289,731927,748817,749433,750180,753537,757246,758923
"Ohio","Not Stratified","N/A",10916440,10919058,10924531,10930242,10959396,10986972,11004169,11022936,11049263,11065911,11081688,11079919
"Oklahoma","Not Stratified","N/A",2985380,2991815,3015550,3039142,3064315,3082541,3103215,3114872,3118995,3126608,3139213,3153122
"Oregon","Not Stratified","N/A",3712961,3719278,3753079,3780398,3804291,3845001,3896912,3969075,4020843,4054727,4085170,4109066
"Pennsylvania","Not Stratified","N/A",11700072,11707839,11741125,11761873,11770549,11782513,11779418,11776480,11780688,11792148,11780401,11763556
"Rhode Island","Not Stratified","N/A",1052970,1053994,1053829,1054893,1055560,1056511,1056886,1057816,1056554,1059338,1058158,1057125
"South Carolina","Not Stratified","N/A",4536099,4546585,4583874,4630511,4677897,4737943,4806906,4874399,4938500,5002827,5068520,5129106
"South Dakota","Not Stratified","N/A",786814,788751,795933,805731,814628,821497,826432,835527,845624,851374,859220,865020
"Tennessee","Not Stratified","N/A",5758762,5766748,5806352,5856044,5891433,5932804,5975967,6022329,6075732,6129608,6173006,6220175
"Texas","Not Stratified","N/A",14214255,14271120,14503992,14763529,14980843,15245306,15526674,15787262,16020654,16226759,16435171,16651704
"Utah","Not Stratified","N/A",2727567,2738911,2777359,2816260,2860326,2899183,2943951,3003677,3062165,3113274,3161302,3207380
"Vermont","Not Stratified","N/A",625727,625886,627197,626361,626603,625693,625810,624366,625132,624802,624046,623347
"Virginia","Not Stratified","N/A",5034033,5051464,5110175,5168331,5215977,5255801,5295944,5332617,5374741,5405419,5439708,5464911
"Washington","Not Stratified","N/A",6709991,6728454,6812960,6884173,6951955,7043299,7153011,7285499,7413158,7511742,7598666,7678024
"West Virginia","Not Stratified","N/A",1786864,1788114,1790821,1791823,1789552,1785767,1779030,1768669,1755719,1743526,1733184,1723562
"Wisconsin","Not Stratified","N/A",5055680,5058748,5074006,5087905,5103949,5117017,5125806,5136117,5152011,5166945,5180352,5187324
"Wyoming","Not Stratified","N/A",555247,556000,559040,568246,574203,574882,578107,577063,571981,571168,572292,574568
"US","Age","1-4 Years",14472750,14454535,14386371,14290658,14173311,14172035,14183680,14209189,14237327,14181211,14049299,13829019
"US","Age","18-49 Years",121330954,121379810,121450114,121614542,121699583,121763532,121978253,122442407,122924953,123349897,123546008,123403961
"US","Age","5-17 Years",48149246,48101037,47959712,47889005,47872920,47828694,47818640,47834806,47802971,47677651,47578959,47560972
"US","Age","50-64 Years",52716360,53031075,54371608,54829012,55438298,56035181,56480084,56648757,56660393,56541338,56372832,56263819
"US","Age","65-74 Years",19471083,19598887,20166319,21519056,22598971,23643258,24662762,25655616,26563422,27313360,28229978,29189532
"US","Age","75+ Years",16750418,16806955,17019829,17261723,17526704,17853448,18173868,18571065,19049356,19727112,20311409,20795299
"US","Age","<1 Years",3508990,3517502,3532068,3497908,3500936,3519231,3543728,3521177,3454455,3403937,3345564,3319405
"Alabama","Age","1-4 Years",219263,219370,218457,215732,212695,210870,210575,210938,211724,212533,212834,211255
"Alabama","Age","18-49 Years",1846527,1846305,1837961,1832735,1826601,1815619,1805718,1799279,1795709,1794986,1793577,1787632
"Alabama","Age","5-17 Years",740488,739129,734068,730297,727456,724588,720896,717470,713787,709130,706458,706748
"Alabama","Age","50-64 Years",840157,844211,860751,863210,867798,872331,875242,874250,870669,866105,861517,857939
"Alabama","Age","65-74 Years",333169,334609,340489,359535,374222,388343,401468,414586,426429,435398,448503,461983
"Alabama","Age","75+ Years",261385,262368,265629,268859,272769,277733,282083,287709,294419,304333,312542,318662
"Alabama","Age","<1 Years",54052,53231,53037,52640,51541,52455,53179,53012,52358,52491,51039,50543
"Alaska","Age","1-4 Years",7684,7709,7718,7760,7570,7434,7507,7570,7369,7215,6929,6583
"Alaska","Age","18-49 Years",59540,59964,59233,61092,61898,60425,60442,60927,60287,59334,58388,57335
"Alaska","Age","5-17 Years",20868,20903,20870,21004,20713,20140,20178,20354,20268,20183,19837,19718
"Alaska","Age","50-64 Years",23733,23819,24098,24096,23914,23627,23270,22840,22321,21694,21125,20456
"Alaska","Age","65-74 Years",5318,5422,5792,6300,6783,7259,7768,8188,8748,9156,9607,9908
"Alaska","Age","75+ Years",2731,2753,2827,2965,3055,3167,3282,3548,3744,3982,4233,4536
"Alaska","Age","<1 Years",1856,1965,2127,1909,2048,2038,2023,2015,1948,1913,1704,1674
"Arizona","Age","1-4 Years",367310,365951,358784,353274,348288,348169,349045,351252,351463,350352,346889,342633
"Arizona","Age","18-49 Years",2733936,2737523,2753269,2774367,2792174,2820315,2849462,2891143,2928551,2978684,3029809,3073911
"Arizona","Age","5-17 Years",1170648,1170332,1167932,1175066,1180914,1186836,1190633,1196925,1200710,1203840,1210111,1219220
"Arizona","Age","50-64 Years",1137173,1144201,1174065,1185001,1200169,1217881,1235602,1250563,1264490,1278657,1295383,1317919
"Arizona","Age","65-74 Years",493721,497745,516496,554069,584381,614149,643480,672708,699208,721905,750437,782972
"Arizona","Age","75+ Years",381636,384602,396345,408676,422214,438914,457515,476815,499860,528815,556694,582047
"Arizona","Age","<1 Years",87379,86489,85919,85367,86024,86088,86597,84691,83069,80945,81263,81219
"Arkansas","Age","1-4 Years",133139,132965,131861,130202,128178,127242,126650,127154,127909,127932,127196,125432
"Arkansas","Age","18-49 Years",1017019,1018064,1019129,1016538,1012466,1007384,1004248,1005741,1008009,1009320,1009982,1009657
"Arkansas","Age","5-17 Years",432487,432675,433281,434020,434118,432897,431785,430985,430709,429000,428363,429173
"Arkansas","Age","50-64 Years",473215,475431,484913,484765,486771,488201,489780,488924,486879,483824,481036,479917
"Arkansas","Age","65-74 Years",203739,204396,207448,218474,225970,233220,238927,244559,250029,254433,260660,267191
"Arkansas","Age","75+ Years",160834,161346,163192,164776,166827,169809,173105,176820,180695,186231,191181,195013
"Arkansas","Age","<1 Years",31995,31764,31748,31844,31164,31373,31932,31851,31039,30937,30115,29838
"California","Age","1-4 Years",2028304,2025524,2015613,2009420,1993170,1998322,1999690,1988586,1975963,1954228,1909842,1854507
"California","Age","18-49 Years",17051907,17061062,17115212,17184500,17244947,17315614,17386434,17449675,17489964,17497012,17435575,17312964
"California","Age","5-17 Years",6734511,6721204,6682694,6650737,6628824,6601449,6581326,6573396,6553869,6520087,6481086,6450843
"California","Age","50-64 Years",6571844,6615204,6794774,6885923,6992827,7095581,7172463,7210466,7228333,7226347,7206747,7191659
"California","Age","65-74 Years",2265988,2285005,2368312,2528566,2663564,2796217,2931007,3052822,3162369,3256422,3358893,3454729
"California","Age","75+ Years",1964342,1971710,2006053,2043235,2084723,2133191,2184534,2234957,2292366,2367128,2437186,2497197
"California","Age","<1 Years",491948,493650,506880,494784,497471,497169,498874,487596,480695,460045,449812,444804
"Colorado","Age","1-4 Years",256890,256744,255956,254024,250793,249072,248816,248973,249119,249941,246511,242426
"Colorado","Age","18-49 Years",2082957,2087233,2104438,2122545,2146403,2172784,2215418,2259484,2297438,2339128,2368803,2390410
"Colorado","Age","5-17 Years",814681,816118,823152,829426,836856,843543,851513,856381,856927,857072,854206,852239
"Colorado","Age","50-64 Years",882722,889395,915857,927186,940516,951776,960454,963729,962352,961416,961329,961603
"Colorado","Age","65-74 Years",280497,283561,297084,323915,346739,368493,390431,411691,432625,451559,471133,489537
"Colorado","Age","75+ Years",217115,218372,223500,228958,235438,242305,248836,255992,264708,277156,288997,299575
"Colorado","Age","<1 Years",61780,62171,61296,59896,60006,60751,61545,61585,60608,59282,58515,58507
"Connecticut","Age","1-4 Years",164100,163184,160169,157459,154308,152164,150268,148846,148340,148138,147129,145359
"Connecticut","Age","18-49 Years",1522772,1524199,1516885,1509558,1499675,1488058,1474655,1462189,1455458,1451603,1442953,1433821
"Connecticut","Age","5-17 Years",614914,613136,606912,600359,592309,584537,575480,567573,559835,552829,545495,539361
"Connecticut","Age","50-64 Years",727788,731859,749810,755060,763223,771525,776772,778262,776138,771888,765084,758237
"Connecticut","Age","65-74 Years",254945,256920,265348,283661,297001,308585,319084,328690,337255,343916,353326,363764
"Connecticut","Age","75+ Years",251618,251796,251868,252231,253155,254501,255876,258388,262744,271093,277379,282232
"Connecticut","Age","<1 Years",38014,38079,37640,36883,36121,36327,36426,35882,35554,35094,34656,34232
"Delaware","Age","1-4 Years",45031,44883,44656,44833,44648,44379,44265,44046,44147,44339,44299,43964
"Delaware","Age","18-49 Years",385968,385819,385871,385462,385057,384062,383339,381938,381198,381596,382767,383258
"Delaware","Age","5-17 Years",149881,149647,148969,148346,147991,148257,148676,148834,149217,149090,149412,150195
"Delaware","Age","50-64 Years",176932,178198,183111,185029,188051,191491,194429,196901,198375,199588,200183,201301
"Delaware","Age","65-74 Years",72453,73010,75581,81412,86370,90990,95633,100087,104472,108431,113150,118462
"Delaware","Age","75+ Years",56824,57090,58183,59387,61144,63024,64742,67020,69732,73216,76305,79132
"Delaware","Age","<1 Years",10858,11000,11219,11049,10801,10928,10981,11163,10801,10725,10552,10497
"District of Columbia","Age","1-4 Years",25458,25672,26928,29442,31642,33592,34646,35026,35458,35590,35742,35075
"District of Columbia","Age","18-49 Years",330990,333090,341750,349859,357401,362232,368984,374863,380386,383980,385952,387986
"District of Columbia","Age","5-17 Years",68208,67990,67702,68854,70715,72723,74726,76752,79531,81589,82937,85288
"District of Columbia","Age","50-64 Years",101145,101821,104449,105526,107158,108190,108825,109057,108115,107493,106217,105409
"District of Columbia","Age","65-74 Years",36969,37189,38057,40192,42056,43979,45878,47331,48264,49437,50658,51557
"District of Columbia","Age","75+ Years",31841,31916,32114,32495,32931,33399,34150,34744,35493,36534,37474,38276
"District of Columbia","Age","<1 Years",7156,7604,9290,9369,9656,9488,9805,9803,9832,9524,9273,9225
"Florida","Age","1-4 Years",819038,817983,814483,814529,814539,823202,839052,854079,867060,872429,871536,867369
"Florida","Age","18-49 Years",7436288,7442712,7471087,7518957,7560342,7608513,7691802,7806959,7908929,7984864,8029095,8062110
"Florida","Age","5-17 Years",2758716,2756486,2758371,2767517,2783356,2800099,2826930,2863804,2892506,2906309,2917099,2937331
"Florida","Age","50-64 Years",3443056,3463558,3557820,3598680,3659596,3738868,3817671,3888689,3941462,3976138,4002854,4043398
"Florida","Age","65-74 Years",1598869,1608947,1654583,1756099,1837938,1919143,2003923,2088754,2158189,2206073,2274404,2350992
"Florida","Age","75+ Years",1413553,1420734,1450185,1484700,1522344,1565398,1612183,1666986,1729366,1805737,1874507,1930588
"Florida","Age","<1 Years",198084,197382,202493,203094,202496,207689,210907,215206,212436,212598,209262,208266
"Georgia","Age","1-4 Years",426155,425430,422760,419320,415605,413228,412929,414205,414045,413976,411810,405239
"Georgia","Age","18-49 Years",3465943,3469593,3481560,3503378,3497925,3500181,3518210,3547124,3572684,3600224,3629201,3636700
"Georgia","Age","5-17 Years",1383306,1383854,1388303,1395295,1404424,1412208,1421246,1430875,1435583,1432292,1431352,1432254
"Georgia","Age","50-64 Years",1320534,1330735,1373468,1396363,1419523,1445838,1471962,1492646,1509202,1521925,1534779,1550449
"Georgia","Age","65-74 Years",443391,447830,466518,505716,538605,569419,598327,625627,650482,671460,696290,722259
"Georgia","Age","75+ Years",312322,314603,322570,331936,341823,353491,365988,379936,395268,416451,436660,454279
"Georgia","Age","<1 Years",103350,103074,103165,102836,100633,101054,103041,102616,100637,99665,97701,97660
"Hawaii","Age","1-4 Years",69643,69749,71025,72673,73526,74375,75530,74354,73127,71574,69681,67796
"Hawaii","Age","18-49 Years",587808,589098,592758,597350,600734,600045,600590,600873,595741,590912,584267,575908
"Hawaii","Age","5-17 Years",216407,216103,215802,215964,216420,214950,214765,214961,214604,214314,213199,211778
"Hawaii","Age","50-64 Years",273544,274405,277740,278186,278085,277400,275647,273980,270469,266997,262915,260200
"Hawaii","Age","65-74 Years",100523,101729,106490,113881,120892,127670,134025,139572,144600,149036,151939,154706
"Hawaii","Age","75+ Years",94615,94894,96610,98282,100213,102102,104314,106865,109593,113108,117075,120374
"Hawaii","Age","<1 Years",17764,18026,19137,18863,18952,18793,18128,18280,17629,17161,16539,16244
"Idaho","Age","1-4 Years",95433,95182,93918,92004,89736,89147,88374,89638,91212,91355,91248,89800
"Idaho","Age","18-49 Years",637894,637648,638182,638308,640561,645859,651333,664940,680671,695972,711839,726919
"Idaho","Age","5-17 Years",298014,298489,300175,302013,304973,308190,311095,314495,317970,320950,324145,328452
"Idaho","Age","50-64 Years",275028,276786,284381,286621,289789,292655,294966,297356,300287,302516,306834,311672
"Idaho","Age","65-74 Years",105044,106038,110109,118592,125862,132741,139495,147395,155175,162321,170437,179866
"Idaho","Age","75+ Years",80777,81189,82695,84290,86527,89295,92076,95227,99208,104533,109997,115300
"Idaho","Age","<1 Years",22955,22938,22252,21597,21905,21673,22293,21853,21706,20857,20854,20931
"Illinois","Age","1-4 Years",538936,537615,532270,525823,517976,512470,505458,500888,496553,490811,483535,469617
"Illinois","Age","18-49 Years",4615540,4611673,4588116,4567626,4549841,4517819,4481644,4445505,4413798,4380123,4346186,4298948
"Illinois","Age","5-17 Years",1814474,1809983,1792387,1775488,1758364,1740015,1722646,1704356,1684899,1662049,1641534,1624842
"Illinois","Age","50-64 Years",1914072,1924848,1971815,1983943,2000229,2011997,2016063,2006632,1992787,1973013,1950726,1927576
"Illinois","Age","65-74 Years",684939,688119,702651,743833,775087,804602,834276,863369,888352,909126,936809,965453
"Illinois","Age","75+ Years",618469,619746,624208,628830,634924,642299,647192,655226,666537,683717,697005,704592
"Illinois","Age","<1 Years",131371,132612,131888,129928,127599,127432,128662,126140,122169,118845,114233,112742
